Unnamed: 0,Match_id,Team1,Team2,Gender,Series/Competition,Toss_decision,Winner_runs,Winner_wickets,Players_1,Bat_Runs_1,Ball Faced_1,Over_1,Runs_1,Wicket_1,Players_2,Bat_Runs_2,Ball Faced_2,Over_2,Runs_2,Wicket_2,Players_3,Bat_Runs_3,Ball Faced_3,Over_3,Runs_3,Wicket_3,Players_4,Bat_Runs_4,Ball Faced_4,Over_4,Runs_4,Wicket_4,Players_5,Bat_Runs_5,Ball Faced_5,Over_5,Runs_5,Wicket_5,Players_6,Bat_Runs_6,Ball Faced_6,Over_6,Runs_6,Wicket_6,Players_7,Bat_Runs_7,Ball Faced_7,Over_7,Runs_7,Wicket_7,Players_8,Bat_Runs_8,Ball Faced_8,Over_8,Runs_8,Wicket_8,Players_9,Bat_Runs_9,Ball Faced_9,Over_9,Runs_9,Wicket_9,Players_10,Bat_Runs_10,Ball Faced_10,Over_10,Runs_10,Wicket_10,Players_11,Bat_Runs_11,Ball Faced_11,Over_11,Runs_11,Wicket_11,Players_12,Bat_Runs_12,Ball Faced_12,Over_12,Runs_12,Wicket_12,Players_13,Bat_Runs_13,Ball Faced_13,Over_13,Runs_13,Wicket_13,Players_14,Bat_Runs_14,Ball Faced_14,Over_14,Runs_14,Wicket_14,Players_15,Bat_Runs_15,Ball Faced_15,Over_15,Runs_15,Wicket_15,Players_16,Bat_Runs_16,Ball Faced_16,Over_16,Runs_16,Wicket_16,Players_17,Bat_Runs_17,Ball Faced_17,Over_17,Runs_17,Wicket_17,Players_18,Bat_Runs_18,Ball Faced_18,Over_18,Runs_18,Wicket_18,Players_19,Bat_Runs_19,Ball Faced_19,Over_19,Runs_19,Wicket_19,Players_20,Bat_Runs_20,Ball Faced_20,Over_20,Runs_20,Wicket_20,Players_21,Bat_Runs_21,Ball Faced_21,Over_21,Runs_21,Wicket_21,Players_22,Bat_Runs_22,Ball Faced_22,Over_22,Runs_22,Wicket_22
0,1000887,Australia,Pakistan,male,Pakistan in Australia ODI Series,bat,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1000889,Australia,Pakistan,male,Pakistan in Australia ODI Series,bat,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1000891,Australia,Pakistan,male,Pakistan in Australia ODI Series,field,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1000893,Australia,Pakistan,male,Pakistan in Australia ODI Series,bat,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1000895,Australia,Pakistan,male,Pakistan in Australia ODI Series,bat,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1001371,Australia,New Zealand,male,Chappell-Hadlee Trophy,bat,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1001373,Australia,New Zealand,male,Chappell-Hadlee Trophy,field,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1001375,Australia,New Zealand,male,Chappell-Hadlee Trophy,bat,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1007649,Zimbabwe,India,male,India in Zimbabwe ODI Series,field,,9.0,PJ Moor,3.0,5.0,-,-,-,CJ Chibhabha,13.0,41.0,8,13,0,H Masakadza,14.0,21.0,2.3,19,0,CR Ervine,21,42,-,-,-,V Sibanda,5,20,-,-,-,Sikandar Raza,23,54,5,20,0,E Chigumbura,41,64,4,32,0,R Mutumbami,15,27,-,-,-,AG Cremer,8,11,10,47,0,TL Chatara,4,10,7,20,1,T Muzarabani,1,1,6,18,0,KL Rahul,100,115,-,-,-,KK Nair,7,20,-,-,-,AT Rayudu,62,119,-,-,-,DS Kulkarni,-,-,10,41,2,BB Sran,-,-,10,36,2,JJ Bumrah,-,-,9.5,19,4,AR Patel,-,-,10,25,1,YS Chahal,-,-,10,27,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
17,1007651,Zimbabwe,India,male,India in Zimbabwe ODI Series,field,,8.0,H Masakadza,9.0,17.0,-,-,-,CJ Chibhabha,21.0,24.0,9,30,1,PJ Moor,1.0,9.0,-,-,-,V Sibanda,53,67,-,-,-,Sikandar Raza,16,41,1.5,7,1,E Chigumbura,0,1,2,12,0,R Mutumbami,2,14,-,-,-,AG Cremer,7,14,3,17,0,TL Chatara,2,6,8,38,0,T Muzarabani,5,10,3,13,0,-,-,-,-,-,-,KL Rahul,33,50,-,-,-,KK Nair,39,65,-,-,-,AT Rayudu,41,44,-,-,-,MK Pandey,4,1,-,-,-,BB Sran,-,-,6,16,2,DS Kulkarni,-,-,9,31,2,JJ Bumrah,-,-,6,24,1,AR Patel,-,-,7.4,21,1,YS Chahal,-,-,6,24,3,-,-,-,-,-,-,-,-,-,-,-,-
18,1007653,Zimbabwe,India,male,India in Zimbabwe ODI Series,bat,,10.0,H Masakadza,8.0,18.0,-,-,-,CJ Chibhabha,27.0,64.0,1.5,15,0,V Sibanda,38.0,70.0,-,-,-,T Maruma,17,29,-,-,-,MN Waller,8,15,-,-,-,E Chigumbura,0,1,-,-,-,AG Cremer,0,1,4,26,0,N Madziva,10,26,5,23,0,R Mutumbami,4,3,-,-,-,T Mupariwa,1,8,6,42,0,DT Tiripano,2,16,5,12,0,KL Rahul,63,70,-,-,-,FY Fazal,55,59,-,-,-,BB Sran,-,-,8,39,0,DS Kulkarni,-,-,6.3,15,2,JJ Bumrah,-,-,10,20,4,AR Patel,-,-,10,16,2,YS Chahal,-,-,8,25,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,1019973,New Zealand,Bangladesh,male,Bangladesh in New Zealand ODI Series,bat,77.0,,MJ Guptill,15.0,17.0,-,-,-,TWM Latham,137.0,118.0,-,-,-,KS Williamson,31.0,36.0,-,-,-,NT Broom,22,32,-,-,-,JDS Neesham,12,13,7,31,3,C Munro,87,60,-,-,-,L Ronchi,5,6,-,-,-,MJ Santner,8,7,10,58,1,TG Southee,7,3,10,60,3,TA Boult,-,-,9,40,0,LH Ferguson,-,-,9,49,3,Tamim Iqbal,38,57,-,-,-,Imrul Kayes,16,21,-,-,-,Soumya Sarkar,1,8,4,25,0,Mahmudullah,0,3,-,-,-,Shakib Al Hasan,59,53,10,68,3,Mushfiqur Rahim,42,46,-,-,-,Sabbir Rahman,16,11,-,-,-,Mosaddek Hossain,50,44,7,40,0,Mashrafe Mortaza,14,10,10,61,0,Taskin Ahmed,2,11,9,70,2,Mustafizur Rahman,0,1,10,60,2
22,1019975,New Zealand,Bangladesh,male,Bangladesh in New Zealand ODI Series,field,67.0,,MJ Guptill,0.0,4.0,-,-,-,KS Williamson,14.0,34.0,5,21,3,TWM Latham,22.0,34.0,-,-,-,NT Broom,109,107,-,-,-,JDS Neesham,28,31,2,12,0,C Munro,3,7,2,12,0,L Ronchi,35,38,-,-,-,MJ Santner,9,17,8,19,2,TG Southee,3,7,9,31,2,LH Ferguson,4,6,8,50,1,TA Boult,12,11,8.5,23,2,Tamim Iqbal,16,23,-,-,-,Imrul Kayes,59,88,-,-,-,Sabbir Rahman,38,48,-,-,-,Mahmudullah,1,9,-,-,-,Shakib Al Hasan,7,10,10,45,2,Mosaddek Hossain,3,8,2,12,1,Tanbir Hayder,2,5,8,47,0,Nurul Hasan,24,30,-,-,-,Mashrafe Mortaza,17,19,10,47,3,Taskin Ahmed,0,4,10,44,3,Subashis Roy,1,9,10,44,1
23,1019977,New Zealand,Bangladesh,male,Bangladesh in New Zealand ODI Series,bat,,8.0,Tamim Iqbal,59.0,84.0,-,-,-,Imrul Kayes,44.0,62.0,-,-,-,Sabbir Rahman,19.0,14.0,3,20,0,Mahmudullah,3,7,1,6,0,Shakib Al Hasan,18,35,8,55,0,Mosaddek Hossain,11,13,4,26,0,Nurul Hasan,44,39,-,-,-,Tanbir Hayder,3,11,2,20,0,Mashrafe Mortaza,14,18,7,32,1,Taskin Ahmed,4,12,7,40,0,Mustafizur Rahman,-,-,9.2,31,2,MJ Guptill,6,5,-,-,-,TWM Latham,4,6,-,-,-,KS Williamson,95,114,8,24,1,NT Broom,97,97,-,-,-,JDS Neesham,28,23,4,27,1,TG Southee,-,-,10,43,1,JS Patel,-,-,10,39,2,MJ Henry,-,-,8,49,2,MJ Santner,-,-,10,37,2,-,-,-,-,-,-,-,-,-,-,-,-
24,1020013,New Zealand,Australia,male,Chappell-Hadlee Trophy,field,6.0,,MJ Guptill,61.0,70.0,-,-,-,TWM Latham,7.0,9.0,-,-,-,KS Williamson,24.0,33.0,-,-,-,LRPL Taylor,16,24,-,-,-,NT Broom,73,73,-,-,-,C Munro,2,6,3,18,1,JDS Neesham,48,45,5,45,0,MJ Santner,7,19,10,43,3,TG Southee,0,1,10,63,2,LH Ferguson,3,6,10,44,2,TA Boult,16,7,9,53,2,AJ Finch,4,7,-,-,-,TM Head,5,15,5,19,1,SE Marsh,16,21,-,-,-,PSP Handscomb,7,7,-,-,-,GJ Maxwell,20,24,-,-,-,SD Heazlett,4,11,-,-,-,MP Stoinis,146,116,10,43,3,JP Faulkner,25,48,6,29,1,PJ Cummins,36,28,9,62,2,MA Starc,3,3,10,57,1,JR Hazlewood,0,0,10,47,1
25,1020031,New Zealand,South Africa,male,South Africa in New Zealand ODI Series,field,,4.0,DG Brownlie,31.0,39.0,-,-,-,TWM Latham,0.0,11.0,-,-,-,KS Williamson,59.0,53.0,2,16,1,LRPL Taylor,1,3,-,-,-,NT Broom,2,4,-,-,-,JDS Neesham,29,35,-,-,-,MJ Santner,17,27,7,33,1,C de Grandhomme,34,19,4,27,0,TG Southee,24,12,7,44,2,TA Boult,-,-,7,45,1,IS Sodhi,-,-,7,36,1,Q de Kock,69,64,-,-,-,HM Amla,35,43,-,-,-,F du Plessis,14,18,-,-,-,AB de Villiers,37,33,-,-,-,JP Duminy,1,4,1,4,0,F Behardien,0,1,-,-,-,CH Morris,16,15,7,61,4,AL Phehlukwayo,29,20,5,27,0,K Rabada,-,-,7,24,2,Imran Tahir,-,-,7,42,0,T Shamsi,-,-,7,39,1
26,1020033,New Zealand,South Africa,male,South Africa in New Zealand ODI Series,field,6.0,,DG Brownlie,34.0,43.0,-,-,-,TWM Latham,2.0,6.0,-,-,-,KS Williamson,69.0,75.0,3,16,0,LRPL Taylor,102,109,-,-,-,NT Broom,2,8,-,-,-,JDS Neesham,71,57,3,19,0,TG Southee,-,-,10,59,1,TA Boult,-,-,10,60,4,C de Grandhomme,-,-,4,10,1,IS Sodhi,-,-,10,61,1,MJ Santner,-,-,10,46,2,HM Amla,10,13,-,-,-,Q de Kock,57,65,-,-,-,F du Plessis,11,16,-,-,-,JP Duminy,34,44,3,17,0,AB de Villiers,45,48,-,-,-,DA Miller,28,39,-,-,-,D Pretorius,50,27,10,39,2,CH Morris,7,8,10,56,0,WD Parnell,0,4,8,47,1,AL Phehlukwayo,29,34,9,62,0,Imran Tahir,-,-,10,59,1
27,1020035,New Zealand,South Africa,male,South Africa in New Zealand ODI Series,bat,159.0,,Q de Kock,68.0,70.0,-,-,-,HM Amla,7.0,19.0,-,-,-,F du Plessis,36.0,46.0,-,-,-,AB de Villiers,85,80,-,-,-,JP Duminy,16,33,-,-,-,DA Miller,3,7,-,-,-,D Pretorius,11,11,5.2,5,3,WD Parnell,35,31,8,33,2,AL Phehlukwayo,1,1,5,11,2,K Rabada,-,-,10,33,2,Imran Tahir,-,-,4,22,1,DG Brownlie,2,5,-,-,-,TWM Latham,0,7,-,-,-,KS Williamson,23,40,-,-,-,LRPL Taylor,18,40,-,-,-,NT Broom,0,4,-,-,-,JDS Neesham,13,22,-,-,-,MJ Santner,1,8,10,45,2,C de Grandhomme,34,34,10,38,2,TG Southee,5,6,10,64,1,LH Ferguson,4,13,10,68,1,TA Boult,4,15,10,47,2
28,1020037,New Zealand,South Africa,male,South Africa in New Zealand ODI Series,bat,,7.0,HM Amla,40.0,38.0,-,-,-,Q de Kock,0.0,1.0,-,-,-,F du Plessis,67.0,97.0,-,-,-,JP Duminy,25,41,3,26,0,AB de Villiers,72,59,-,-,-,DA Miller,1,4,-,-,-,D Pretorius,10,21,8,55,0,CH Morris,28,27,9,53,0,WD Parnell,29,12,7,44,0,K Rabada,-,-,8,38,1,Imran Tahir,-,-,10,56,2,MJ Guptill,180,137,-,-,-,DG Brownlie,4,10,-,-,-,KS Williamson,21,24,3,17,0,LRPL Taylor,66,94,-,-,-,L Ronchi,1,1,-,-,-,JS Patel,-,-,10,55,3,MJ Santner,-,-,10,40,1,TA Boult,-,-,10,68,1,TG Southee,-,-,10,68,2,C de Grandhomme,-,-,2,10,0,JDS Neesham,-,-,5,14,1
29,1020039,New Zealand,South Africa,male,South Africa in New Zealand ODI Series,field,,6.0,MJ Guptill,4.0,16.0,-,-,-,DG Brownlie,24.0,37.0,-,-,-,KS Williamson,9.0,15.0,-,-,-,L Ronchi,8,20,-,-,-,LRPL Taylor,8,12,-,-,-,JDS Neesham,24,24,2,9,1,MJ Santner,24,50,2,9,0,C de Grandhomme,32,48,4,13,1,TG Southee,6,7,10,38,0,JS Patel,0,4,5,25,2,TA Boult,0,12,9.2,42,0,Q de Kock,6,10,-,-,-,HM Amla,8,28,-,-,-,F du Plessis,51,88,-,-,-,JP Duminy,3,10,-,-,-,AB de Villiers,23,21,-,-,-,DA Miller,45,35,-,-,-,K Rabada,-,-,7.1,23,3,CH Morris,-,-,9,31,1,Imran Tahir,-,-,10,14,3,AL Phehlukwayo,-,-,7,35,2,D Pretorius,-,-,8,36,1
30,1022347,England,Bangladesh,male,ICC Champions Trophy,field,,8.0,Tamim Iqbal,128.0,142.0,-,-,-,Soumya Sarkar,28.0,34.0,2,13,0,Imrul Kayes,19.0,20.0,-,-,-,Mushfiqur Rahim,79,72,-,-,-,Shakib Al Hasan,10,8,8,61,0,Sabbir Rahman,24,15,1,13,1,Mahmudullah,6,5,-,-,-,Mosaddek Hossain,2,2,7.2,46,0,Mashrafe Mortaza,-,-,10,56,1,Mustafizur Rahman,-,-,9,51,0,Rubel Hossain,-,-,10,64,0,JJ Roy,1,8,-,-,-,AD Hales,95,85,-,-,-,JE Root,133,129,3,16,0,EJG Morgan,75,61,-,-,-,CR Woakes,-,-,2,4,0,MA Wood,-,-,10,57,0,JT Ball,-,-,10,82,1,BA Stokes,-,-,7,41,1,LE Plunkett,-,-,10,57,4,MM Ali,-,-,8,39,0,-,-,-,-,-,-
31,1022349,Australia,New Zealand,male,ICC Champions Trophy,bat,,,MJ Guptill,26.0,22.0,-,-,-,L Ronchi,65.0,43.0,-,-,-,KS Williamson,100.0,94.0,-,-,-,LRPL Taylor,46,58,-,-,-,NT Broom,14,19,-,-,-,JDS Neesham,6,10,-,-,-,CJ Anderson,8,5,-,-,-,AF Milne,11,7,2,9,2,MJ Santner,8,6,-,-,-,TA Boult,0,2,4,28,1,TG Southee,-,-,3,15,0,DA Warner,18,16,-,-,-,AJ Finch,8,17,-,-,-,SPD Smith,8,6,-,-,-,MC Henriques,18,14,5,25,0,MA Starc,-,-,9,50,0,JR Hazlewood,-,-,9,51,6,PJ Cummins,-,-,9,67,2,JW Hastings,-,-,9,69,2,TM Head,-,-,4,22,0,-,-,-,-,-,-,-,-,-,-,-,-
32,1022351,South Africa,Sri Lanka,male,ICC Champions Trophy,field,96.0,,HM Amla,103.0,115.0,-,-,-,Q de Kock,23.0,42.0,-,-,-,F du Plessis,75.0,70.0,-,-,-,AB de Villiers,4,4,-,-,-,DA Miller,18,22,-,-,-,JP Duminy,38,20,2,6,0,CH Morris,20,18,7,31,3,WD Parnell,7,8,10,53,0,K Rabada,-,-,8,42,1,M Morkel,-,-,6,29,1,Imran Tahir,-,-,8.3,27,5,N Dickwella,41,30,-,-,-,WU Tharanga,57,69,-,-,-,BKG Mendis,11,10,-,-,-,LD Chandimal,12,21,-,-,-,CK Kapugedera,0,1,-,-,-,MDKJ Perera,44,65,-,-,-,DAS Gunaratne,4,13,10,63,1,S Prasanna,13,20,10,71,1,RAS Lakmal,0,3,10,49,1,SL Malinga,1,2,10,52,0,N Pradeep,5,12,10,53,3
33,1022353,India,Pakistan,male,ICC Champions Trophy,field,124.0,,RG Sharma,91.0,118.0,-,-,-,S Dhawan,68.0,64.0,-,-,-,V Kohli,81.0,66.0,-,-,-,Yuvraj Singh,53,32,-,-,-,HH Pandya,20,6,8,40,2,B Kumar,-,-,5,21,1,UT Yadav,-,-,7.4,29,4,JJ Bumrah,-,-,5,23,0,RA Jadeja,-,-,8,43,2,-,-,-,-,-,-,-,-,-,-,-,-,Azhar Ali,50,64,-,-,-,Ahmed Shehzad,12,21,-,-,-,Babar Azam,8,12,-,-,-,Mohammad Hafeez,33,43,-,-,-,Shoaib Malik,15,9,2,10,0,Sarfraz Ahmed,15,16,-,-,-,Imad Wasim,0,1,10,65,0,Shadab Khan,14,16,10,52,2,Mohammad Amir,9,16,9,32,0,Hasan Ali,0,2,10,69,1,Wahab Riaz,-,-,9,85,0
34,1022355,Australia,Bangladesh,male,ICC Champions Trophy,bat,,,Tamim Iqbal,95.0,112.0,-,-,-,Soumya Sarkar,3.0,11.0,-,-,-,Imrul Kayes,6.0,15.0,-,-,-,Mushfiqur Rahim,9,20,-,-,-,Shakib Al Hasan,29,48,-,-,-,Sabbir Rahman,8,14,-,-,-,Mahmudullah,8,11,-,-,-,Mehedi Hasan Miraz,14,26,1,4,0,Mashrafe Mortaza,0,2,6,29,0,Rubel Hossain,0,1,4,21,1,Mustafizur Rahman,1,4,5,27,0,DA Warner,40,43,-,-,-,AJ Finch,19,27,-,-,-,SPD Smith,22,25,-,-,-,MA Starc,-,-,8.3,28,4,JR Hazlewood,-,-,10,40,1,PJ Cummins,-,-,8,20,1,TM Head,-,-,8,33,1,MC Henriques,-,-,5,30,1,A Zampa,-,-,4,13,2,GJ Maxwell,-,-,1,9,0,-,-,-,-,-,-
35,1022357,England,New Zealand,male,ICC Champions Trophy,field,87.0,,JJ Roy,13.0,23.0,-,-,-,AD Hales,56.0,62.0,-,-,-,JE Root,64.0,65.0,-,-,-,EJG Morgan,13,12,-,-,-,BA Stokes,48,53,8,43,1,JC Buttler,61,47,-,-,-,MM Ali,12,11,-,-,-,AU Rashid,12,10,10,46,2,LE Plunkett,15,10,9.3,55,4,MA Wood,0,1,9,32,1,JT Ball,0,1,8,31,2,MJ Guptill,27,30,-,-,-,L Ronchi,0,1,-,-,-,KS Williamson,87,96,-,-,-,LRPL Taylor,39,59,-,-,-,NT Broom,11,21,-,-,-,JDS Neesham,18,14,3,17,0,CJ Anderson,10,15,9,52,3,MJ Santner,3,9,8,53,1,AF Milne,10,11,10,74,3,TG Southee,2,5,9.3,42,2,TA Boult,-,-,10,56,1
36,1022359,Pakistan,South Africa,male,ICC Champions Trophy,bat,19.0,,Q de Kock,33.0,49.0,-,-,-,HM Amla,16.0,20.0,-,-,-,F du Plessis,26.0,44.0,-,-,-,AB de Villiers,0,1,-,-,-,DA Miller,75,103,-,-,-,JP Duminy,8,14,-,-,-,WD Parnell,0,1,4,25,0,CH Morris,28,44,5,21,0,K Rabada,26,23,7,35,0,M Morkel,-,-,7,17,3,Imran Tahir,-,-,4,15,0,Azhar Ali,9,22,-,-,-,Fakhar Zaman,31,23,-,-,-,Babar Azam,31,50,-,-,-,Mohammad Hafeez,26,51,10,51,1,Shoaib Malik,16,14,-,-,-,Mohammad Amir,-,-,10,46,0,Junaid Khan,-,-,9,51,2,Imad Wasim,-,-,8,20,2,Hasan Ali,-,-,8,24,3,Shadab Khan,-,-,5,20,0,-,-,-,-,-,-
37,1022361,India,Sri Lanka,male,ICC Champions Trophy,field,,7.0,RG Sharma,78.0,79.0,-,-,-,S Dhawan,125.0,125.0,-,-,-,V Kohli,0.0,5.0,3,17,1,Yuvraj Singh,7,18,-,-,-,MS Dhoni,63,51,-,-,-,HH Pandya,9,5,7,50,0,KM Jadhav,25,13,3,17,0,RA Jadeja,-,-,6,51,0,B Kumar,-,-,10,53,3,UT Yadav,-,-,9.4,66,0,JJ Bumrah,-,-,10,51,0,N Dickwella,7,18,-,-,-,MD Gunathilaka,76,69,8,41,0,BKG Mendis,89,90,-,-,-,MDKJ Perera,47,42,-,-,-,AD Mathews,52,45,-,-,-,DAS Gunaratne,34,21,3,7,1,SL Malinga,-,-,10,69,2,RAS Lakmal,-,-,10,69,1,N Pradeep,-,-,10,67,1,NLTC Perera,-,-,9,54,1,-,-,-,-,-,-
38,1022363,Bangladesh,New Zealand,male,ICC Champions Trophy,bat,,5.0,MJ Guptill,33.0,35.0,-,-,-,L Ronchi,16.0,18.0,-,-,-,KS Williamson,57.0,69.0,2,19,0,LRPL Taylor,63,82,-,-,-,NT Broom,36,40,-,-,-,JDS Neesham,23,24,4,29,0,CJ Anderson,0,1,3,19,0,MJ Santner,14,18,10,41,0,AF Milne,7,8,9.2,55,1,TG Southee,10,5,9,41,3,TA Boult,-,-,10,44,1,Tamim Iqbal,0,2,-,-,-,Sabbir Rahman,8,9,-,-,-,Soumya Sarkar,3,13,-,-,-,Mushfiqur Rahim,14,34,-,-,-,Shakib Al Hasan,114,114,10,51,1,Mahmudullah,102,106,-,-,-,Mosaddek Hossain,7,4,3,13,3,Mashrafe Mortaza,-,-,10,44,0,Mustafizur Rahman,-,-,9,49,1,Taskin Ahmed,-,-,8,43,2,Rubel Hossain,-,-,10,59,1
39,1022365,England,Australia,male,ICC Champions Trophy,field,40.0,,DA Warner,21.0,25.0,-,-,-,AJ Finch,68.0,62.0,-,-,-,SPD Smith,56.0,76.0,-,-,-,MC Henriques,17,18,1,6,0,TM Head,71,62,2,9,0,GJ Maxwell,20,29,2,14,0,MS Wade,2,3,-,-,-,MA Starc,0,3,10,52,2,PJ Cummins,4,6,8,55,0,A Zampa,0,3,8.2,51,0,JR Hazlewood,1,5,9,50,2,JJ Roy,4,2,-,-,-,JE Root,15,13,-,-,-,AD Hales,0,4,-,-,-,EJG Morgan,87,81,-,-,-,BA Stokes,102,109,8,57,1,JC Buttler,29,32,-,-,-,JT Ball,-,-,9,60,0,MA Wood,-,-,10,33,4,LE Plunkett,-,-,8,47,0,AU Rashid,-,-,10,41,4,MM Ali,-,-,5,22,0
40,1022367,India,South Africa,male,ICC Champions Trophy,field,,8.0,Q de Kock,53.0,70.0,-,-,-,HM Amla,35.0,54.0,-,-,-,F du Plessis,36.0,50.0,-,-,-,AB de Villiers,16,12,-,-,-,DA Miller,1,3,-,-,-,JP Duminy,20,40,3,17,0,CH Morris,4,8,8,39,0,AL Phehlukwayo,4,11,5,25,0,K Rabada,5,8,9,34,0,M Morkel,0,1,7,37,1,Imran Tahir,1,7,6,37,1,RG Sharma,12,20,-,-,-,S Dhawan,78,81,-,-,-,V Kohli,76,101,-,-,-,Yuvraj Singh,23,25,-,-,-,B Kumar,-,-,7.3,21,3,JJ Bumrah,-,-,8,26,2,R Ashwin,-,-,9,40,2,HH Pandya,-,-,10,49,1,RA Jadeja,-,-,10,39,2,-,-,-,-,-,-,-,-,-,-,-,-
41,1022369,Pakistan,Sri Lanka,male,ICC Champions Trophy,field,,3.0,N Dickwella,73.0,83.0,-,-,-,MD Gunathilaka,13.0,20.0,1,2,0,BKG Mendis,27.0,29.0,-,-,-,LD Chandimal,0,1,-,-,-,AD Mathews,39,53,-,-,-,DM de Silva,1,6,1,3,0,DAS Gunaratne,27,44,5,19,0,NLTC Perera,1,4,8,39,2,RAS Lakmal,26,33,10,46,1,SL Malinga,9,14,10,48,1,N Pradeep,1,3,10,57,3,Azhar Ali,34,49,-,-,-,Fakhar Zaman,50,35,-,-,-,Babar Azam,10,18,-,-,-,Mohammad Hafeez,1,5,5,23,0,Shoaib Malik,11,20,-,-,-,Sarfraz Ahmed,61,79,-,-,-,Imad Wasim,4,3,8,33,0,Fahim Ashraf,15,14,6.2,34,2,Mohammad Amir,28,42,10,47,2,Junaid Khan,-,-,10,38,3,Hasan Ali,-,-,10,42,3
42,1022371,England,Pakistan,male,ICC Champions Trophy,field,,8.0,JM Bairstow,43.0,57.0,-,-,-,AD Hales,13.0,13.0,-,-,-,JE Root,46.0,56.0,-,-,-,EJG Morgan,33,53,-,-,-,BA Stokes,34,63,3.1,35,0,JC Buttler,4,7,-,-,-,MM Ali,11,14,2,15,0,AU Rashid,7,13,10,53,1,LE Plunkett,9,13,6,33,0,MA Wood,3,4,8,35,0,JT Ball,2,5,8,31,1,Azhar Ali,76,100,-,-,-,Fakhar Zaman,57,57,-,-,-,Babar Azam,38,45,-,-,-,Mohammad Hafeez,31,20,8,33,0,Junaid Khan,-,-,9,41,3,Rumman Raees,-,-,9,42,2,Imad Wasim,-,-,5,16,0,Shadab Khan,-,-,9,40,1,Hasan Ali,-,-,10,33,4,-,-,-,-,-,-,-,-,-,-,-,-
43,1022375,India,Pakistan,male,ICC Champions Trophy,field,180.0,,Azhar Ali,59.0,70.0,-,-,-,Fakhar Zaman,114.0,103.0,4,25,0,Babar Azam,46.0,52.0,-,-,-,Shoaib Malik,12,16,-,-,-,Mohammad Hafeez,57,37,1,13,0,Imad Wasim,25,16,1,3,0,Mohammad Amir,-,-,6,16,3,Junaid Khan,-,-,6,19,1,Hasan Ali,-,-,6.3,19,4,Shadab Khan,-,-,7,60,2,-,-,-,-,-,-,RG Sharma,0,3,-,-,-,V Kohli,5,9,-,-,-,S Dhawan,21,21,-,-,-,Yuvraj Singh,22,30,-,-,-,MS Dhoni,4,16,-,-,-,HH Pandya,76,43,10,52,1,KM Jadhav,9,13,3,25,1,RA Jadeja,15,26,8,67,0,R Ashwin,1,3,10,66,1,B Kumar,1,8,10,43,1,JJ Bumrah,1,9,9,60,0
