Unnamed: 0,Match_id,Team1,Team2,Gender,Series/Competition,Toss_decision,Winner_runs,Winner_wickets,Players_1,Bat_Runs_1,Ball Faced_1,Over_1,Runs_1,Wicket_1,Players_2,Bat_Runs_2,Ball Faced_2,Over_2,Runs_2,Wicket_2,Players_3,Bat_Runs_3,Ball Faced_3,Over_3,Runs_3,Wicket_3,Players_4,Bat_Runs_4,Ball Faced_4,Over_4,Runs_4,Wicket_4,Players_5,Bat_Runs_5,Ball Faced_5,Over_5,Runs_5,Wicket_5,Players_6,Bat_Runs_6,Ball Faced_6,Over_6,Runs_6,Wicket_6,Players_7,Bat_Runs_7,Ball Faced_7,Over_7,Runs_7,Wicket_7,Players_8,Bat_Runs_8,Ball Faced_8,Over_8,Runs_8,Wicket_8,Players_9,Bat_Runs_9,Ball Faced_9,Over_9,Runs_9,Wicket_9,Players_10,Bat_Runs_10,Ball Faced_10,Over_10,Runs_10,Wicket_10,Players_11,Bat_Runs_11,Ball Faced_11,Over_11,Runs_11,Wicket_11,Players_12,Bat_Runs_12,Ball Faced_12,Over_12,Runs_12,Wicket_12,Players_13,Bat_Runs_13,Ball Faced_13,Over_13,Runs_13,Wicket_13,Players_14,Bat_Runs_14,Ball Faced_14,Over_14,Runs_14,Wicket_14,Players_15,Bat_Runs_15,Ball Faced_15,Over_15,Runs_15,Wicket_15,Players_16,Bat_Runs_16,Ball Faced_16,Over_16,Runs_16,Wicket_16,Players_17,Bat_Runs_17,Ball Faced_17,Over_17,Runs_17,Wicket_17,Players_18,Bat_Runs_18,Ball Faced_18,Over_18,Runs_18,Wicket_18,Players_19,Bat_Runs_19,Ball Faced_19,Over_19,Runs_19,Wicket_19,Players_20,Bat_Runs_20,Ball Faced_20,Over_20,Runs_20,Wicket_20,Players_21,Bat_Runs_21,Ball Faced_21,Over_21,Runs_21,Wicket_21,Players_22,Bat_Runs_22,Ball Faced_22,Over_22,Runs_22,Wicket_22
500,249748,Australia,West Indies,male,ICC Champions Trophy,bat,10.0,,WW Hinds,1.0,15.0,-,-,-,CH Gayle,24.0,25.0,10,38,2,DR Smith,8.0,13.0,3,16,0,RR Sarwan,21,32,1,4,0,RS Morton,90,102,-,-,-,BC Lara,71,94,-,-,-,CS Baugh,13,17,-,-,-,MN Samuels,1,1,10,34,0,IDR Bradshaw,-,-,10,32,2,JE Taylor,-,-,10,48,4,DJ Bravo,-,-,6,32,1,AC Gilchrist,92,116,-,-,-,SR Watson,0,3,8,34,1,RT Ponting,1,5,-,-,-,DR Martyn,17,24,-,-,-,A Symonds,18,29,8,35,0,MJ Clarke,47,82,5,18,1,MEK Hussey,13,16,-,-,-,GB Hogg,10,11,3,16,0,B Lee,0,1,8,42,1,NW Bracken,3,5,10,42,2,GD McGrath,3,3,8,42,1
501,249749,New Zealand,Sri Lanka,male,ICC Champions Trophy,bat,,7.0,L Vincent,13.0,40.0,-,-,-,SP Fleming,0.0,8.0,-,-,-,NJ Astle,42.0,71.0,1,4,0,HJH Marshall,4,6,-,-,-,SB Styris,3,12,-,-,-,JDP Oram,6,21,4,13,0,BB McCullum,9,30,-,-,-,DL Vettori,46,50,10,44,0,KD Mills,6,10,5,22,1,SE Bond,1,3,7,39,0,JS Patel,10,38,9,31,2,WU Tharanga,56,74,-,-,-,ST Jayasuriya,20,14,10,25,2,DPMD Jayawardene,48,71,-,-,-,KC Sangakkara,19,30,-,-,-,MS Atapattu,10,26,-,-,-,WPUJC Vaas,-,-,10,31,1,SL Malinga,-,-,9.2,19,2,MF Maharoof,-,-,8,32,1,M Muralitharan,-,-,10,22,4,TM Dilshan,-,-,2,11,0,-,-,-,-,-,-
502,249750,Australia,England,male,ICC Champions Trophy,field,,6.0,AJ Strauss,56.0,85.0,-,-,-,IR Bell,43.0,57.0,-,-,-,KP Pietersen,1.0,6.0,-,-,-,A Flintoff,4,14,-,-,-,MH Yardy,4,15,10,18,0,PD Collingwood,22,38,-,-,-,JWM Dalrymple,3,15,3,10,0,CMW Read,0,2,-,-,-,SI Mahmood,8,13,10,51,2,SJ Harmison,1,3,5,43,1,JM Anderson,15,19,9,28,1,AC Gilchrist,10,9,-,-,-,SR Watson,21,26,7,14,3,RT Ponting,1,4,-,-,-,MEK Hussey,32,81,-,-,-,DR Martyn,78,87,-,-,-,A Symonds,8,10,2,11,1,B Lee,-,-,9,22,0,NW Bracken,-,-,8,37,1,GD McGrath,-,-,9,35,2,MG Johnson,-,-,10,38,3,-,-,-,-,-,-
503,249751,South Africa,Sri Lanka,male,ICC Champions Trophy,field,78.0,,GC Smith,10.0,15.0,-,-,-,HH Dippenaar,3.0,19.0,-,-,-,HH Gibbs,16.0,18.0,-,-,-,AB de Villiers,54,87,-,-,-,JH Kallis,43,70,8,33,2,MV Boucher,29,38,-,-,-,JM Kemp,7,16,3.1,14,1,SM Pollock,21,17,10,19,2,RJ Peterson,22,15,-,-,-,A Nel,0,1,9,41,3,M Ntini,1,1,9,22,2,WU Tharanga,11,33,-,-,-,ST Jayasuriya,3,12,10,34,2,DPMD Jayawardene,36,49,-,-,-,KC Sangakkara,0,8,-,-,-,MS Atapattu,2,5,-,-,-,TM Dilshan,36,62,1,8,0,MF Maharoof,3,15,5,34,0,WPUJC Vaas,29,34,10,16,2,SL Malinga,2,6,9,50,4,M Muralitharan,3,2,10,41,1,CRD Fernando,4,7,5,23,0
504,249752,New Zealand,Pakistan,male,ICC Champions Trophy,field,51.0,,L Vincent,3.0,8.0,-,-,-,NJ Astle,15.0,16.0,2,11,0,SP Fleming,80.0,103.0,-,-,-,PG Fulton,7,14,-,-,-,SB Styris,86,109,-,-,-,JDP Oram,31,25,8,25,2,BB McCullum,27,13,-,-,-,JEC Franklin,9,5,9,44,1,DL Vettori,-,-,10,52,1,KD Mills,-,-,7.3,36,3,SE Bond,-,-,10,41,3,Mohammad Hafeez,43,43,-,-,-,Imran Farhat,6,11,-,-,-,Younis Khan,2,12,-,-,-,Mohammad Yousuf,71,91,-,-,-,Shahid Afridi,4,6,10,49,0,Shoaib Malik,52,69,5,23,1,Abdul Razzaq,6,15,10,59,2,Kamran Akmal,16,14,-,-,-,Naved-ul-Hasan,1,4,8,42,1,Umar Gul,8,12,9,44,2,Iftikhar Anjum,-,-,8,41,1
505,249753,India,West Indies,male,ICC Champions Trophy,field,,3.0,V Sehwag,17.0,20.0,10,32,1,SR Tendulkar,29.0,45.0,-,-,-,IK Pathan,0.0,6.0,5,32,2,R Dravid,49,66,-,-,-,Yuvraj Singh,27,43,3,15,0,MS Dhoni,51,63,-,-,-,SK Raina,19,37,-,-,-,Harbhajan Singh,15,14,10,27,1,AB Agarkar,1,2,9.4,47,2,RP Singh,0,1,4,28,0,MM Patel,-,-,8,29,1,CH Gayle,34,36,4,34,0,S Chanderpaul,51,72,-,-,-,DJ Bravo,16,33,7,50,2,RR Sarwan,53,80,-,-,-,RS Morton,45,64,-,-,-,BC Lara,5,5,-,-,-,MN Samuels,5,3,9,35,1,DR Smith,0,1,10,35,0,CS Baugh,1,2,-,-,-,JE Taylor,-,-,10,29,2,IDR Bradshaw,-,-,10,25,4
506,249755,England,West Indies,male,ICC Champions Trophy,bat,,3.0,CH Gayle,101.0,126.0,10,31,3,S Chanderpaul,13.0,22.0,-,-,-,DJ Bravo,112.0,124.0,3,25,1,RR Sarwan,29,19,-,-,-,BC Lara,3,6,-,-,-,MN Samuels,3,2,10,45,3,FH Edwards,-,-,7,47,0,JE Taylor,-,-,8.3,61,0,CD Collymore,-,-,10,42,0,-,-,-,-,-,-,-,-,-,-,-,-,AJ Strauss,50,43,-,-,-,IR Bell,50,77,-,-,-,A Flintoff,25,26,5,26,0,PD Collingwood,0,1,3,19,1,KP Pietersen,90,85,-,-,-,MH Yardy,10,22,5,32,0,JWM Dalrymple,8,12,10,41,0,CMW Read,4,7,-,-,-,SI Mahmood,14,10,7,38,2,JM Anderson,-,-,10,71,0,J Lewis,-,-,10,34,1
507,249756,India,Australia,male,ICC Champions Trophy,bat,,6.0,V Sehwag,65.0,84.0,3,13,0,SR Tendulkar,10.0,24.0,-,-,-,D Mongia,18.0,30.0,9,34,1,R Dravid,52,63,-,-,-,M Kaif,30,42,-,-,-,MS Dhoni,28,23,-,-,-,SK Raina,13,19,-,-,-,IK Pathan,10,7,7,39,1,Harbhajan Singh,5,3,10,46,0,MM Patel,-,-,8.5,54,0,S Sreesanth,-,-,8,40,2,AC Gilchrist,23,24,-,-,-,SR Watson,50,45,9,41,1,RT Ponting,58,68,-,-,-,DR Martyn,73,103,-,-,-,A Symonds,20,23,3,19,0,MJ Clarke,2,7,-,-,-,B Lee,-,-,10,50,2,GD McGrath,-,-,10,34,2,NW Bracken,-,-,10,55,2,MG Johnson,-,-,8,32,1,-,-,-,-,-,-
508,249757,Australia,New Zealand,male,ICC Champions Trophy,field,34.0,,AC Gilchrist,3.0,11.0,-,-,-,SR Watson,0.0,4.0,7,27,1,RT Ponting,58.0,78.0,-,-,-,DR Martyn,26,51,-,-,-,MEK Hussey,35,49,-,-,-,A Symonds,58,57,7,45,1,MJ Clarke,14,22,-,-,-,B Lee,5,5,8,24,2,MG Johnson,3,9,7,35,1,NW Bracken,15,8,7,33,2,GD McGrath,-,-,10,20,3,L Vincent,1,15,-,-,-,SP Fleming,15,27,-,-,-,NJ Astle,0,4,2,9,0,HJH Marshall,5,13,-,-,-,PG Fulton,2,13,-,-,-,JDP Oram,43,56,10,42,0,BB McCullum,1,4,-,-,-,DL Vettori,79,101,10,41,1,JEC Franklin,8,10,8,44,1,KD Mills,21,16,10,36,4,SE Bond,9,11,10,45,3
509,249759,Australia,West Indies,male,ICC Champions Trophy,bat,,8.0,S Chanderpaul,27.0,17.0,-,-,-,CH Gayle,37.0,24.0,1,5,0,RR Sarwan,7.0,9.0,3.1,14,0,DJ Bravo,21,46,-,-,-,BC Lara,2,18,-,-,-,RS Morton,2,9,-,-,-,MN Samuels,7,12,5,9,0,CS Baugh,9,12,-,-,-,JE Taylor,5,13,7,41,1,IDR Bradshaw,7,15,6,19,1,CD Collymore,0,5,6,18,0,AC Gilchrist,2,8,-,-,-,SR Watson,57,86,3,10,2,RT Ponting,0,2,-,-,-,DR Martyn,47,70,-,-,-,B Lee,-,-,7.4,47,2,NW Bracken,-,-,6,19,3,GD McGrath,-,-,7,22,2,A Symonds,-,-,3,16,0,GB Hogg,-,-,4,10,1,-,-,-,-,-,-,-,-,-,-,-,-
510,250668,South Africa,Pakistan,male,Pakistan in South Africa ODI Series,field,164.0,,AB de Villiers,67.0,77.0,-,-,-,GC Smith,72.0,45.0,1.4,6,1,LE Bosman,4.0,3.0,-,-,-,JH Kallis,88,80,5,32,3,AG Prince,39,47,2,3,0,MV Boucher,78,36,-,-,-,JM Kemp,11,7,2,13,0,SM Pollock,2,2,10,45,1,M Ntini,-,-,10,51,3,A Nel,-,-,7,25,1,RJ Peterson,-,-,9,49,1,Mohammad Hafeez,21,17,9,69,2,Kamran Akmal,13,15,-,-,-,Younis Khan,13,14,-,-,-,Shahid Afridi,17,14,10,38,2,Mohammad Yousuf,39,25,-,-,-,Inzamam-ul-Haq,15,18,-,-,-,Shoaib Malik,52,84,6,32,0,Abdul Razzaq,6,8,1,21,0,Naved-ul-Hasan,0,2,8,83,2,Mohammad Sami,46,64,7,61,0,Mohammad Asif,2,19,9,57,0
511,250669,South Africa,Pakistan,male,Pakistan in South Africa ODI Series,bat,141.0,,Imran Nazir,57.0,37.0,-,-,-,Kamran Akmal,0.0,3.0,-,-,-,Younis Khan,93.0,97.0,-,-,-,Mohammad Yousuf,101,109,-,-,-,Inzamam-ul-Haq,13,15,-,-,-,Shahid Afridi,77,35,9,25,3,Mohammad Asif,-,-,10,29,2,Naved-ul-Hasan,-,-,4,43,0,Abdul Razzaq,-,-,7,55,2,Azhar Mahmood,-,-,5,22,1,Shoaib Malik,-,-,5.1,23,2,GC Smith,15,13,7,36,1,AB de Villiers,43,44,-,-,-,JH Kallis,34,40,5,42,0,HH Gibbs,14,14,-,-,-,AG Prince,2,4,-,-,-,MV Boucher,21,17,-,-,-,JM Kemp,22,36,-,-,-,SM Pollock,32,34,10,53,1,A Nel,5,14,10,80,1,M Ntini,9,19,9,71,0,CK Langeveldt,0,1,9,59,1
512,250670,South Africa,Pakistan,male,Pakistan in South Africa ODI Series,bat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,250671,South Africa,Pakistan,male,Pakistan in South Africa ODI Series,field,,10.0,Imran Nazir,0.0,4.0,-,-,-,Younis Khan,8.0,38.0,-,-,-,Kamran Akmal,3.0,23.0,-,-,-,Mohammad Yousuf,21,29,-,-,-,Inzamam-ul-Haq,45,96,-,-,-,Shoaib Malik,19,36,-,-,-,Abdul Razzaq,1,12,2,19,0,Azhar Mahmood,1,5,3,24,0,Naved-ul-Hasan,3,11,3,16,0,Abdur Rehman,0,18,2,27,0,Mohammad Asif,0,1,4,20,0,AB de Villiers,50,40,-,-,-,GC Smith,56,44,-,-,-,SM Pollock,-,-,10,12,2,M Ntini,-,-,10,20,2,AJ Hall,-,-,6.4,29,2,CK Langeveldt,-,-,8,16,1,JH Kallis,-,-,8,17,1,JM Kemp,-,-,3,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
514,250672,South Africa,Pakistan,male,Pakistan in South Africa ODI Series,bat,,9.0,Mohammad Hafeez,0.0,6.0,2,9,0,Imran Nazir,22.0,21.0,-,-,-,Younis Khan,19.0,29.0,-,-,-,Kamran Akmal,22,34,-,-,-,Mohammad Yousuf,5,10,-,-,-,Inzamam-ul-Haq,0,6,-,-,-,Shoaib Malik,43,69,4.2,27,0,Abdul Razzaq,12,24,5,23,0,Naved-ul-Hasan,8,18,5,36,0,Iftikhar Anjum,4,13,7,26,0,Mohammad Asif,5,14,5,21,1,GC Smith,0,1,-,-,-,JH Kallis,71,87,6,19,2,AB de Villiers,71,80,-,-,-,SM Pollock,-,-,10,23,5,M Ntini,-,-,7.5,30,1,AJ Hall,-,-,6,23,1,CK Langeveldt,-,-,7,30,1,JM Kemp,-,-,4,15,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
515,251489,New Zealand,Sri Lanka,male,Sri Lanka in New Zealand ODI Series,bat,,7.0,BB McCullum,10.0,15.0,-,-,-,NJ Astle,83.0,85.0,-,-,-,LRPL Taylor,128.0,129.0,-,-,-,PG Fulton,24,29,-,-,-,DL Vettori,5,11,8,35,1,JAH Marshall,0,1,-,-,-,HJH Marshall,17,16,-,-,-,JEC Franklin,2,3,10,65,2,AR Adams,3,5,7,49,0,MR Gillespie,1,2,9,51,0,MJ Mason,-,-,6,59,0,WU Tharanga,68,66,-,-,-,ST Jayasuriya,111,77,10,42,1,KC Sangakkara,36,41,-,-,-,DPMD Jayawardene,34,37,-,-,-,MS Atapattu,10,15,-,-,-,WPUJC Vaas,-,-,10,46,3,SL Malinga,-,-,10,65,2,CRD Fernando,-,-,5,42,1,M Muralitharan,-,-,10,46,1,TM Dilshan,-,-,5,32,0,-,-,-,-,-,-
516,251491,New Zealand,Sri Lanka,male,Sri Lanka in New Zealand ODI Series,field,,4.0,WU Tharanga,11.0,34.0,-,-,-,ST Jayasuriya,0.0,2.0,-,-,-,MS Atapattu,28.0,26.0,-,-,-,KC Sangakkara,15,18,-,-,-,DPMD Jayawardene,1,16,-,-,-,LPC Silva,4,7,-,-,-,TM Dilshan,18,38,-,-,-,MF Maharoof,13,46,4,13,1,CRD Fernando,8,19,6.3,34,2,M Muralitharan,8,4,9,17,1,PDRL Perera,0,2,5,36,2,BB McCullum,22,14,-,-,-,NJ Astle,0,2,-,-,-,LRPL Taylor,0,4,-,-,-,PG Fulton,43,55,-,-,-,DL Vettori,11,15,5.2,7,3,JAH Marshall,5,16,-,-,-,HJH Marshall,4,4,-,-,-,JEC Franklin,15,32,7,31,1,MJ Mason,-,-,9,21,4,SE Bond,-,-,8,36,1,MR Gillespie,-,-,6,11,1
517,251492,New Zealand,Sri Lanka,male,Sri Lanka in New Zealand ODI Series,bat,189.0,,WU Tharanga,22.0,47.0,-,-,-,ST Jayasuriya,70.0,42.0,-,-,-,DPMD Jayawardene,0.0,2.0,-,-,-,KC Sangakkara,79,99,-,-,-,MS Atapattu,34,73,-,-,-,CK Kapugedera,10,16,-,-,-,MF Maharoof,21,11,4,25,1,WPUJC Vaas,5,2,8,10,3,SL Malinga,-,-,8,14,3,CRD Fernando,-,-,4,12,1,M Muralitharan,-,-,2.3,7,2,BB McCullum,17,13,-,-,-,SP Fleming,0,5,-,-,-,LRPL Taylor,0,7,-,-,-,PG Fulton,9,13,-,-,-,HJH Marshall,3,10,-,-,-,CD McMillan,29,62,2,9,0,AR Adams,1,7,9,53,1,SE Bond,2,10,10,43,2,MR Gillespie,0,4,10,37,3,JS Patel,6,14,9,40,0,MJ Mason,1,12,10,59,0
518,251494,New Zealand,Australia,male,Chappell-Hadlee Trophy,field,,10.0,ML Hayden,14.0,39.0,-,-,-,PA Jaques,1.0,8.0,-,-,-,BJ Haddin,6.0,4.0,-,-,-,MEK Hussey,42,95,-,-,-,BJ Hodge,22,49,-,-,-,CL White,13,18,-,-,-,SR Watson,8,32,4,28,0,GB Hogg,20,22,2,15,0,MG Johnson,8,18,8,48,0,NW Bracken,0,4,7,30,0,GD McGrath,5,5,6,22,0,L Vincent,73,84,-,-,-,SP Fleming,70,76,-,-,-,DR Tuffey,-,-,8,28,0,SE Bond,-,-,9.4,20,5,JDP Oram,-,-,10,22,0,MR Gillespie,-,-,9,26,2,DL Vettori,-,-,9,26,2,SB Styris,-,-,2,14,0,CD McMillan,-,-,2,3,1,-,-,-,-,-,-,-,-,-,-,-,-
519,251495,New Zealand,Australia,male,Chappell-Hadlee Trophy,field,,5.0,ML Hayden,24.0,34.0,-,-,-,PA Jaques,3.0,16.0,-,-,-,BJ Haddin,49.0,61.0,-,-,-,MEK Hussey,105,82,-,-,-,BJ Hodge,97,84,-,-,-,CL White,42,18,3,26,0,NW Bracken,-,-,10,66,2,GD McGrath,-,-,9.4,53,0,SW Tait,-,-,9,62,0,SR Watson,-,-,10,56,3,GB Hogg,-,-,7,53,0,L Vincent,26,27,2,22,0,SP Fleming,6,6,-,-,-,LRPL Taylor,117,119,-,-,-,SB Styris,17,25,4,34,0,PG Fulton,76,65,-,-,-,CD McMillan,52,28,5,43,1,BB McCullum,22,12,-,-,-,DR Tuffey,-,-,10,73,0,SE Bond,-,-,9,37,1,MR Gillespie,-,-,10,57,1,DL Vettori,-,-,10,54,1
520,251496,New Zealand,Australia,male,Chappell-Hadlee Trophy,bat,,1.0,ML Hayden,181.0,162.0,-,-,-,SR Watson,68.0,69.0,10,82,2,BJ Haddin,38.0,31.0,-,-,-,BJ Hodge,12,10,-,-,-,MEK Hussey,13,8,-,-,-,CL White,13,8,-,-,-,AC Voges,16,10,3,33,0,NW Bracken,-,-,9.3,41,1,SW Tait,-,-,10,53,3,MG Johnson,-,-,10,79,3,GB Hogg,-,-,7,35,0,L Vincent,11,12,-,-,-,SP Fleming,9,11,-,-,-,LRPL Taylor,11,12,-,-,-,SB Styris,0,7,8,52,0,PG Fulton,51,39,-,-,-,CD McMillan,117,96,2,28,0,BB McCullum,86,91,-,-,-,JEC Franklin,2,5,10,43,0,DR Tuffey,8,8,10,68,1,MR Gillespie,28,15,10,81,2,JS Patel,-,-,10,69,2
521,255961,South Africa,Zimbabwe,male,Zimbabwe in South Africa ODI Series,bat,,5.0,T Duffin,3.0,18.0,-,-,-,V Sibanda,51.0,78.0,-,-,-,CJ Chibhabha,37.0,63.0,6,21,0,H Masakadza,32,40,0.5,6,0,BRM Taylor,9,23,-,-,-,S Matsikenyeri,11,16,2,10,1,P Utseya,14,24,6,34,0,E Chigumbura,26,31,-,-,-,T Mupariwa,2,3,9,39,1,EC Rainsford,-,-,10,28,2,AJ Ireland,-,-,10,42,1,LE Bosman,5,11,-,-,-,HH Dippenaar,85,126,-,-,-,HH Gibbs,2,4,-,-,-,JH Kallis,4,16,6,14,2,JP Duminy,60,68,-,-,-,MV Boucher,8,16,-,-,-,SM Pollock,16,19,10,26,0,M Ntini,-,-,10,28,1,A Nel,-,-,9,35,2,CK Langeveldt,-,-,10,47,2,RJ Peterson,-,-,5,35,0
522,256607,India,West Indies,male,DLF Cup,bat,29.0,,R Dravid,26.0,36.0,-,-,-,SR Tendulkar,141.0,140.0,-,-,-,IK Pathan,64.0,65.0,2,19,0,V Sehwag,9,10,-,-,-,MS Dhoni,2,10,-,-,-,SK Raina,34,28,-,-,-,M Kaif,1,2,-,-,-,AB Agarkar,-,-,5,21,0,RP Singh,-,-,4,37,1,MM Patel,-,-,5,15,1,Harbhajan Singh,-,-,4,23,0,CH Gayle,45,31,10,44,1,S Chanderpaul,6,10,-,-,-,RR Sarwan,37,45,-,-,-,BC Lara,27,29,-,-,-,JE Taylor,-,-,10,60,3,FH Edwards,-,-,6,35,0,IDR Bradshaw,-,-,10,43,0,DR Smith,-,-,7,41,1,DJ Bravo,-,-,7,54,0,-,-,-,-,-,-,-,-,-,-,-,-
523,256608,Australia,India,male,DLF Cup,bat,,,PA Jaques,25.0,24.0,-,-,-,SR Watson,79.0,74.0,-,-,-,RT Ponting,19.0,20.0,-,-,-,DR Martyn,4,10,-,-,-,MJ Clarke,64,92,-,-,-,MJ Cosgrove,4,9,-,-,-,BJ Haddin,18,31,-,-,-,GB Hogg,12,23,-,-,-,MG Johnson,1,2,4,10,4,SR Clark,7,5,1,9,1,GD McGrath,1,1,3,8,0,R Dravid,6,21,-,-,-,SR Tendulkar,12,17,-,-,-,IK Pathan,0,1,4,30,1,V Sehwag,8,5,10,43,1,SK Raina,1,1,-,-,-,Yuvraj Singh,0,3,-,-,-,AB Agarkar,-,-,8.2,49,2,MM Patel,-,-,10,53,3,RP Singh,-,-,7,35,1,Harbhajan Singh,-,-,10,24,2,-,-,-,-,-,-
524,256610,Australia,West Indies,male,DLF Cup,bat,,3.0,ML Hayden,49.0,74.0,-,-,-,SM Katich,22.0,21.0,-,-,-,SR Watson,0.0,7.0,10,37,1,A Symonds,8,19,5.2,27,1,MJ Clarke,1,8,-,-,-,MEK Hussey,109,89,-,-,-,BJ Haddin,70,75,-,-,-,B Lee,1,1,10,43,4,NW Bracken,-,-,9,27,1,SR Clark,-,-,7,76,0,DJ Cullen,-,-,6,30,0,CH Gayle,79,86,7,45,1,S Chanderpaul,0,9,-,-,-,RR Sarwan,25,30,-,-,-,BC Lara,87,73,-,-,-,DJ Bravo,37,53,9,50,2,WW Hinds,1,9,-,-,-,MN Samuels,0,2,7,42,0,DR Smith,4,2,7,38,0,CS Baugh,7,14,-,-,-,JE Taylor,-,-,10,51,1,IDR Bradshaw,-,-,10,34,2
525,256612,India,West Indies,male,DLF Cup,bat,16.0,,R Dravid,0.0,3.0,-,-,-,V Sehwag,1.0,6.0,-,-,-,SR Tendulkar,65.0,99.0,-,-,-,SK Raina,11,15,-,-,-,Yuvraj Singh,0,4,-,-,-,MS Dhoni,18,12,-,-,-,AB Agarkar,4,15,10,19,2,Harbhajan Singh,37,59,8,33,3,RP Singh,2,16,5,25,1,S Sreesanth,0,3,8,24,2,MM Patel,2,2,10,31,2,S Chanderpaul,21,33,-,-,-,RS Morton,27,48,-,-,-,RR Sarwan,2,11,-,-,-,MN Samuels,5,5,4,16,1,WW Hinds,8,56,6,36,0,CH Gayle,1,7,5.3,13,3,DR Smith,12,5,10,28,4,DJ Bravo,10,13,6,14,1,BC Lara,40,48,-,-,-,CS Baugh,6,12,-,-,-,CD Collymore,0,5,8,33,1
526,256614,Australia,India,male,DLF Cup,bat,18.0,,ML Hayden,54.0,64.0,-,-,-,SM Katich,9.0,22.0,-,-,-,RT Ponting,4.0,9.0,-,-,-,DR Martyn,19,38,-,-,-,A Symonds,2,13,9,35,1,BJ Haddin,46,61,-,-,-,MEK Hussey,13,20,-,-,-,GB Hogg,38,47,10,42,2,B Lee,7,8,8.5,36,5,SR Clark,2,3,8,34,2,GD McGrath,0,1,8,21,0,V Sehwag,10,11,3,20,0,SR Tendulkar,4,10,-,-,-,M Kaif,21,37,-,-,-,R Dravid,7,19,-,-,-,D Mongia,63,86,9,42,2,SK Raina,26,36,-,-,-,MS Dhoni,23,32,-,-,-,AB Agarkar,9,12,8,37,2,Harbhajan Singh,0,2,10,24,2,RP Singh,4,12,9.1,40,3,MM Patel,1,2,9,31,1
527,256615,Australia,West Indies,male,DLF Cup,bat,127.0,,SR Watson,18.0,26.0,6,26,2,SM Katich,25.0,62.0,-,-,-,RT Ponting,6.0,11.0,-,-,-,DR Martyn,52,77,-,-,-,A Symonds,52,58,3,15,0,MJ Clarke,23,24,4,13,0,MEK Hussey,30,23,-,-,-,BJ Haddin,17,12,-,-,-,B Lee,-,-,8.2,21,5,GD McGrath,-,-,6,4,0,NW Bracken,-,-,7,15,3,CH Gayle,0,1,9,43,1,RS Morton,0,29,-,-,-,S Chanderpaul,12,21,-,-,-,RR Sarwan,36,60,4,21,2,BC Lara,5,15,-,-,-,DJ Bravo,8,23,9,61,0,WW Hinds,0,4,-,-,-,DR Smith,30,28,8,33,0,CS Baugh,3,12,-,-,-,IDR Bradshaw,0,3,10,29,2,JE Taylor,0,2,10,36,1
528,257470,South Africa,Zimbabwe,male,Zimbabwe in South Africa ODI Series,bat,171.0,,LE Bosman,88.0,68.0,-,-,-,AN Petersen,80.0,73.0,-,-,-,JH Kallis,50.0,58.0,-,-,-,MV Boucher,147,67,-,-,-,JM Kemp,10,9,3,17,0,JJ van der Wath,5,6,8,40,0,JP Duminy,24,18,6,35,0,A Nel,-,-,8,38,2,CK Langeveldt,-,-,8,33,0,AJ Hall,-,-,9,29,0,R Telemachus,-,-,8,32,2,T Duffin,88,127,-,-,-,V Sibanda,1,7,-,-,-,CJ Chibhabha,46,73,6,61,0,H Masakadza,54,49,4,40,0,BRM Taylor,19,21,-,-,-,S Matsikenyeri,16,15,-,-,-,EC Rainsford,-,-,10,56,1,T Mupariwa,-,-,9,76,0,P Utseya,-,-,9,77,2,E Chigumbura,-,-,2,24,0,T Kamungozi,-,-,10,70,2
529,257769,Pakistan,West Indies,male,West Indies in Pakistan ODI Series,field,,2.0,LMP Simmons,0.0,2.0,-,-,-,D Ganga,21.0,58.0,-,-,-,CH Gayle,0.0,4.0,8,25,0,MN Samuels,37,86,1,10,1,BC Lara,14,29,-,-,-,DR Smith,0,3,10,30,0,RS Morton,43,66,-,-,-,D Ramdin,23,35,-,-,-,IDR Bradshaw,3,6,10,20,1,JE Taylor,1,5,9.2,36,3,CD Collymore,1,3,10,18,3,Mohammad Hafeez,0,1,5,21,0,Kamran Akmal,22,40,-,-,-,Imran Farhat,17,31,-,-,-,Younis Khan,24,52,-,-,-,Inzamam-ul-Haq,42,84,-,-,-,Shoaib Malik,6,8,-,-,-,Abdul Razzaq,17,37,7,17,1,Naved-ul-Hasan,1,8,10,28,3,Abdur Rehman,7,17,10,20,2,Iftikhar Anjum,3,8,8,39,2,Umar Gul,-,-,9.5,18,2
