,Match_id,Unnamed: 0,Team1,Team2,Gender,Series/Competition,Toss_decision,Winner_runs,Winner_wickets,Bat_Runs_1,Ball Faced_1,Over_1,Runs_1,Wicket_1,Bat_Runs_2,Ball Faced_2,Over_2,Runs_2,Wicket_2,Bat_Runs_3,Ball Faced_3,Over_3,Runs_3,Wicket_3,Bat_Runs_4,Ball Faced_4,Over_4,Runs_4,Wicket_4,Bat_Runs_5,Ball Faced_5,Over_5,Runs_5,Wicket_5,Bat_Runs_6,Ball Faced_6,Over_6,Runs_6,Wicket_6,Bat_Runs_7,Ball Faced_7,Over_7,Runs_7,Wicket_7,Bat_Runs_8,Ball Faced_8,Over_8,Runs_8,Wicket_8,Bat_Runs_9,Ball Faced_9,Over_9,Runs_9,Wicket_9,Bat_Runs_10,Ball Faced_10,Over_10,Runs_10,Wicket_10,Bat_Runs_11,Ball Faced_11,Over_11,Runs_11,Wicket_11,Bat_Runs_12,Ball Faced_12,Over_12,Runs_12,Wicket_12,Bat_Runs_13,Ball Faced_13,Over_13,Runs_13,Wicket_13,Bat_Runs_14,Ball Faced_14,Over_14,Runs_14,Wicket_14,Bat_Runs_15,Ball Faced_15,Over_15,Runs_15,Wicket_15,Bat_Runs_16,Ball Faced_16,Over_16,Runs_16,Wicket_16,Bat_Runs_17,Ball Faced_17,Over_17,Runs_17,Wicket_17,Bat_Runs_18,Ball Faced_18,Over_18,Runs_18,Wicket_18,Bat_Runs_19,Ball Faced_19,Over_19,Runs_19,Wicket_19,Bat_Runs_20,Ball Faced_20,Over_20,Runs_20,Wicket_20,Bat_Runs_21,Ball Faced_21,Over_21,Runs_21,Wicket_21,Bat_Runs_22,Ball Faced_22,Over_22,Runs_22,Wicket_22,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11,Players_12,Players_13,Players_14,Players_15,Players_16,Players_17,Players_18,Players_19,Players_20,Players_21,Players_22
2,1019973,21,New Zealand,Bangladesh,male,Bangladesh in New Zealand ODI Series,bat,77,,15,17,-,-,-,137,118,-,-,-,31,36,-,-,-,22,32,-,-,-,12,13,7,31,3,87,60,-,-,-,5,6,-,-,-,8,7,10,58,1,7,3,10,60,3,-,-,9,40,0,-,-,9,49,3,38,57,-,-,-,16,21,-,-,-,1,8,4,25,0,0,3,-,-,-,59,53,10,68,3,42,46,-,-,-,16,11,-,-,-,50,44,7,40,0,14,10,10,61,0,2,11,9,70,2,0,1,10,60,2,MJ Guptill,TWM Latham,KS Williamson,NT Broom,JDS Neesham,C Munro,L Ronchi,MJ Santner,TG Southee,TA Boult,LH Ferguson,Tamim Iqbal,Imrul Kayes,Soumya Sarkar,Mahmudullah,Shakib Al Hasan,Mushfiqur Rahim,Sabbir Rahman,Mosaddek Hossain,Mashrafe Mortaza,Taskin Ahmed,Mustafizur Rahman
3,1019975,22,New Zealand,Bangladesh,male,Bangladesh in New Zealand ODI Series,field,67,,0,4,-,-,-,14,34,5,21,3,22,34,-,-,-,109,107,-,-,-,28,31,2,12,0,3,7,2,12,0,35,38,-,-,-,9,17,8,19,2,3,7,9,31,2,4,6,8,50,1,12,11,8.5,23,2,16,23,-,-,-,59,88,-,-,-,38,48,-,-,-,1,9,-,-,-,7,10,10,45,2,3,8,2,12,1,2,5,8,47,0,24,30,-,-,-,17,19,10,47,3,0,4,10,44,3,1,9,10,44,1,MJ Guptill,KS Williamson,TWM Latham,NT Broom,JDS Neesham,C Munro,L Ronchi,MJ Santner,TG Southee,LH Ferguson,TA Boult,Tamim Iqbal,Imrul Kayes,Sabbir Rahman,Mahmudullah,Shakib Al Hasan,Mosaddek Hossain,Tanbir Hayder,Nurul Hasan,Mashrafe Mortaza,Taskin Ahmed,Subashis Roy
4,1020013,24,New Zealand,Australia,male,Chappell-Hadlee Trophy,field,6,,61,70,-,-,-,7,9,-,-,-,24,33,-,-,-,16,24,-,-,-,73,73,-,-,-,2,6,3,18,1,48,45,5,45,0,7,19,10,43,3,0,1,10,63,2,3,6,10,44,2,16,7,9,53,2,4,7,-,-,-,5,15,5,19,1,16,21,-,-,-,7,7,-,-,-,20,24,-,-,-,4,11,-,-,-,146,116,10,43,3,25,48,6,29,1,36,28,9,62,2,3,3,10,57,1,0,0,10,47,1,MJ Guptill,TWM Latham,KS Williamson,LRPL Taylor,NT Broom,C Munro,JDS Neesham,MJ Santner,TG Southee,LH Ferguson,TA Boult,AJ Finch,TM Head,SE Marsh,PSP Handscomb,GJ Maxwell,SD Heazlett,MP Stoinis,JP Faulkner,PJ Cummins,MA Starc,JR Hazlewood
5,1020031,25,New Zealand,South Africa,male,South Africa in New Zealand ODI Series,field,,4,31,39,-,-,-,0,11,-,-,-,59,53,2,16,1,1,3,-,-,-,2,4,-,-,-,29,35,-,-,-,17,27,7,33,1,34,19,4,27,0,24,12,7,44,2,-,-,7,45,1,-,-,7,36,1,69,64,-,-,-,35,43,-,-,-,14,18,-,-,-,37,33,-,-,-,1,4,1,4,0,0,1,-,-,-,16,15,7,61,4,29,20,5,27,0,-,-,7,24,2,-,-,7,42,0,-,-,7,39,1,DG Brownlie,TWM Latham,KS Williamson,LRPL Taylor,NT Broom,JDS Neesham,MJ Santner,C de Grandhomme,TG Southee,TA Boult,IS Sodhi,Q de Kock,HM Amla,F du Plessis,AB de Villiers,JP Duminy,F Behardien,CH Morris,AL Phehlukwayo,K Rabada,Imran Tahir,T Shamsi
6,1020033,26,New Zealand,South Africa,male,South Africa in New Zealand ODI Series,field,6,,34,43,-,-,-,2,6,-,-,-,69,75,3,16,0,102,109,-,-,-,2,8,-,-,-,71,57,3,19,0,-,-,10,59,1,-,-,10,60,4,-,-,4,10,1,-,-,10,61,1,-,-,10,46,2,10,13,-,-,-,57,65,-,-,-,11,16,-,-,-,34,44,3,17,0,45,48,-,-,-,28,39,-,-,-,50,27,10,39,2,7,8,10,56,0,0,4,8,47,1,29,34,9,62,0,-,-,10,59,1,DG Brownlie,TWM Latham,KS Williamson,LRPL Taylor,NT Broom,JDS Neesham,TG Southee,TA Boult,C de Grandhomme,IS Sodhi,MJ Santner,HM Amla,Q de Kock,F du Plessis,JP Duminy,AB de Villiers,DA Miller,D Pretorius,CH Morris,WD Parnell,AL Phehlukwayo,Imran Tahir
7,1020035,27,New Zealand,South Africa,male,South Africa in New Zealand ODI Series,bat,159,,68,70,-,-,-,7,19,-,-,-,36,46,-,-,-,85,80,-,-,-,16,33,-,-,-,3,7,-,-,-,11,11,5.2,5,3,35,31,8,33,2,1,1,5,11,2,-,-,10,33,2,-,-,4,22,1,2,5,-,-,-,0,7,-,-,-,23,40,-,-,-,18,40,-,-,-,0,4,-,-,-,13,22,-,-,-,1,8,10,45,2,34,34,10,38,2,5,6,10,64,1,4,13,10,68,1,4,15,10,47,2,Q de Kock,HM Amla,F du Plessis,AB de Villiers,JP Duminy,DA Miller,D Pretorius,WD Parnell,AL Phehlukwayo,K Rabada,Imran Tahir,DG Brownlie,TWM Latham,KS Williamson,LRPL Taylor,NT Broom,JDS Neesham,MJ Santner,C de Grandhomme,TG Southee,LH Ferguson,TA Boult
8,1020037,28,New Zealand,South Africa,male,South Africa in New Zealand ODI Series,bat,,7,40,38,-,-,-,0,1,-,-,-,67,97,-,-,-,25,41,3,26,0,72,59,-,-,-,1,4,-,-,-,10,21,8,55,0,28,27,9,53,0,29,12,7,44,0,-,-,8,38,1,-,-,10,56,2,180,137,-,-,-,4,10,-,-,-,21,24,3,17,0,66,94,-,-,-,1,1,-,-,-,-,-,10,55,3,-,-,10,40,1,-,-,10,68,1,-,-,10,68,2,-,-,2,10,0,-,-,5,14,1,HM Amla,Q de Kock,F du Plessis,JP Duminy,AB de Villiers,DA Miller,D Pretorius,CH Morris,WD Parnell,K Rabada,Imran Tahir,MJ Guptill,DG Brownlie,KS Williamson,LRPL Taylor,L Ronchi,JS Patel,MJ Santner,TA Boult,TG Southee,C de Grandhomme,JDS Neesham
9,1020039,29,New Zealand,South Africa,male,South Africa in New Zealand ODI Series,field,,6,4,16,-,-,-,24,37,-,-,-,9,15,-,-,-,8,20,-,-,-,8,12,-,-,-,24,24,2,9,1,24,50,2,9,0,32,48,4,13,1,6,7,10,38,0,0,4,5,25,2,0,12,9.2,42,0,6,10,-,-,-,8,28,-,-,-,51,88,-,-,-,3,10,-,-,-,23,21,-,-,-,45,35,-,-,-,-,-,7.1,23,3,-,-,9,31,1,-,-,10,14,3,-,-,7,35,2,-,-,8,36,1,MJ Guptill,DG Brownlie,KS Williamson,L Ronchi,LRPL Taylor,JDS Neesham,MJ Santner,C de Grandhomme,TG Southee,JS Patel,TA Boult,Q de Kock,HM Amla,F du Plessis,JP Duminy,AB de Villiers,DA Miller,K Rabada,CH Morris,Imran Tahir,AL Phehlukwayo,D Pretorius
10,1022351,32,South Africa,Sri Lanka,male,ICC Champions Trophy,field,96,,103,115,-,-,-,23,42,-,-,-,75,70,-,-,-,4,4,-,-,-,18,22,-,-,-,38,20,2,6,0,20,18,7,31,3,7,8,10,53,0,-,-,8,42,1,-,-,6,29,1,-,-,8.3,27,5,41,30,-,-,-,57,69,-,-,-,11,10,-,-,-,12,21,-,-,-,0,1,-,-,-,44,65,-,-,-,4,13,10,63,1,13,20,10,71,1,0,3,10,49,1,1,2,10,52,0,5,12,10,53,3,HM Amla,Q de Kock,F du Plessis,AB de Villiers,DA Miller,JP Duminy,CH Morris,WD Parnell,K Rabada,M Morkel,Imran Tahir,N Dickwella,WU Tharanga,BKG Mendis,LD Chandimal,CK Kapugedera,MDKJ Perera,DAS Gunaratne,S Prasanna,RAS Lakmal,SL Malinga,N Pradeep
11,1022357,35,England,New Zealand,male,ICC Champions Trophy,field,87,,13,23,-,-,-,56,62,-,-,-,64,65,-,-,-,13,12,-,-,-,48,53,8,43,1,61,47,-,-,-,12,11,-,-,-,12,10,10,46,2,15,10,9.3,55,4,0,1,9,32,1,0,1,8,31,2,27,30,-,-,-,0,1,-,-,-,87,96,-,-,-,39,59,-,-,-,11,21,-,-,-,18,14,3,17,0,10,15,9,52,3,3,9,8,53,1,10,11,10,74,3,2,5,9.3,42,2,-,-,10,56,1,JJ Roy,AD Hales,JE Root,EJG Morgan,BA Stokes,JC Buttler,MM Ali,AU Rashid,LE Plunkett,MA Wood,JT Ball,MJ Guptill,L Ronchi,KS Williamson,LRPL Taylor,NT Broom,JDS Neesham,CJ Anderson,MJ Santner,AF Milne,TG Southee,TA Boult
12,1022363,38,Bangladesh,New Zealand,male,ICC Champions Trophy,bat,,5,33,35,-,-,-,16,18,-,-,-,57,69,2,19,0,63,82,-,-,-,36,40,-,-,-,23,24,4,29,0,0,1,3,19,0,14,18,10,41,0,7,8,9.2,55,1,10,5,9,41,3,-,-,10,44,1,0,2,-,-,-,8,9,-,-,-,3,13,-,-,-,14,34,-,-,-,114,114,10,51,1,102,106,-,-,-,7,4,3,13,3,-,-,10,44,0,-,-,9,49,1,-,-,8,43,2,-,-,10,59,1,MJ Guptill,L Ronchi,KS Williamson,LRPL Taylor,NT Broom,JDS Neesham,CJ Anderson,MJ Santner,AF Milne,TG Southee,TA Boult,Tamim Iqbal,Sabbir Rahman,Soumya Sarkar,Mushfiqur Rahim,Shakib Al Hasan,Mahmudullah,Mosaddek Hossain,Mashrafe Mortaza,Mustafizur Rahman,Taskin Ahmed,Rubel Hossain
13,1022365,39,England,Australia,male,ICC Champions Trophy,field,40,,21,25,-,-,-,68,62,-,-,-,56,76,-,-,-,17,18,1,6,0,71,62,2,9,0,20,29,2,14,0,2,3,-,-,-,0,3,10,52,2,4,6,8,55,0,0,3,8.2,51,0,1,5,9,50,2,4,2,-,-,-,15,13,-,-,-,0,4,-,-,-,87,81,-,-,-,102,109,8,57,1,29,32,-,-,-,-,-,9,60,0,-,-,10,33,4,-,-,8,47,0,-,-,10,41,4,-,-,5,22,0,DA Warner,AJ Finch,SPD Smith,MC Henriques,TM Head,GJ Maxwell,MS Wade,MA Starc,PJ Cummins,A Zampa,JR Hazlewood,JJ Roy,JE Root,AD Hales,EJG Morgan,BA Stokes,JC Buttler,JT Ball,MA Wood,LE Plunkett,AU Rashid,MM Ali
14,1022369,41,Pakistan,Sri Lanka,male,ICC Champions Trophy,field,,3,73,83,-,-,-,13,20,1,2,0,27,29,-,-,-,0,1,-,-,-,39,53,-,-,-,1,6,1,3,0,27,44,5,19,0,1,4,8,39,2,26,33,10,46,1,9,14,10,48,1,1,3,10,57,3,34,49,-,-,-,50,35,-,-,-,10,18,-,-,-,1,5,5,23,0,11,20,-,-,-,61,79,-,-,-,4,3,8,33,0,15,14,6.2,34,2,28,42,10,47,2,-,-,10,38,3,-,-,10,42,3,N Dickwella,MD Gunathilaka,BKG Mendis,LD Chandimal,AD Mathews,DM de Silva,DAS Gunaratne,NLTC Perera,RAS Lakmal,SL Malinga,N Pradeep,Azhar Ali,Fakhar Zaman,Babar Azam,Mohammad Hafeez,Shoaib Malik,Sarfraz Ahmed,Imad Wasim,Fahim Ashraf,Mohammad Amir,Junaid Khan,Hasan Ali
21,1027315,56,West Indies,England,male,England in West Indies ODI Series,field,45,,13,21,-,-,-,52,55,-,-,-,4,5,5,30,0,107,114,-,-,-,14,19,-,-,-,55,60,-,-,-,31,22,7,37,0,-,-,9,47,4,-,-,9,48,1,-,-,8.2,37,4,-,-,9,41,1,14,26,-,-,-,21,33,-,-,-,1,5,-,-,-,31,38,-,-,-,72,87,5,25,0,52,47,-,-,-,4,7,9,44,0,12,12,10,53,1,21,15,10,56,2,12,6,6,43,1,0,4,10,55,2,JJ Roy,SW Billings,JE Root,EJG Morgan,JC Buttler,BA Stokes,MM Ali,CR Woakes,ST Finn,LE Plunkett,AU Rashid,KC Brathwaite,E Lewis,KOA Powell,SD Hope,JN Mohammed,JL Carter,JO Holder,CR Brathwaite,AR Nurse,D Bishoo,ST Gabriel
22,1027317,57,West Indies,England,male,England in West Indies ODI Series,bat,,4,42,70,5.2,22,0,8,9,-,-,-,9,13,-,-,-,16,27,-,-,-,50,72,4,15,0,39,35,2,10,0,15,22,10,46,0,23,24,4,38,0,13,9,10,33,3,1,2,3,17,1,0,1,10,40,2,52,47,-,-,-,0,1,-,-,-,90,127,-,-,-,7,14,-,-,-,1,5,5,28,1,0,7,-,-,-,3,5,10,44,1,68,83,8,26,0,-,-,8,38,2,-,-,7.5,30,4,-,-,9,50,2,KC Brathwaite,E Lewis,KOA Powell,SD Hope,JN Mohammed,JL Carter,JO Holder,CR Brathwaite,AR Nurse,ST Gabriel,D Bishoo,JJ Roy,SW Billings,JE Root,EJG Morgan,BA Stokes,JC Buttler,MM Ali,CR Woakes,ST Finn,LE Plunkett,AU Rashid
23,1027319,58,West Indies,England,male,England in West Indies ODI Series,field,186,,17,19,-,-,-,110,106,-,-,-,101,106,-,-,-,7,5,-,-,-,11,13,-,-,-,34,19,7,23,1,0,1,5,27,0,13,13,8,14,3,11,9,8,26,3,9,3,1.2,5,1,2,2,10,33,2,6,3,-,-,-,5,12,3,22,0,0,3,-,-,-,16,41,-,-,-,10,26,-,-,-,46,76,4,28,0,0,1,10,39,5,7,23,10,53,0,6,9,8,57,1,10,27,5,43,0,22,13,10,73,4,JJ Roy,AD Hales,JE Root,JC Buttler,EJG Morgan,BA Stokes,MM Ali,CR Woakes,LE Plunkett,AU Rashid,ST Finn,KOA Powell,KC Brathwaite,E Lewis,SD Hope,JN Mohammed,JL Carter,JO Holder,CR Brathwaite,AR Nurse,D Bishoo,AS Joseph
24,1029003,60,England,Ireland,male,Ireland in England ODI Series,field,85,,20,33,-,-,-,32,35,-,-,-,73,72,10,50,3,76,79,-,-,-,72,42,-,-,-,7,10,-,-,-,39,24,10,68,1,1,1,3,18,0,-,-,8.1,38,2,-,-,7,37,1,-,-,8,21,3,16,43,-,-,-,48,41,3,21,0,82,83,-,-,-,2,8,-,-,-,15,17,-,-,-,13,24,-,-,-,18,10,9,70,0,28,30,8,51,1,2,5,10,61,2,2,4,10,50,1,6,11,10,67,2,JJ Roy,AD Hales,JE Root,EJG Morgan,JM Bairstow,SW Billings,AU Rashid,DJ Willey,MA Wood,JT Ball,LE Plunkett,EC Joyce,PR Stirling,WTS Porterfield,A Balbirnie,NJ O'Brien,GC Wilson,KJ O'Brien,GH Dockrell,BJ McCarthy,TJ Murtagh,PKD Chase
25,1029819,61,Bangladesh,England,male,England in Bangladesh ODI Series,bat,21,,41,40,-,-,-,16,20,-,-,-,60,78,-,-,-,0,3,-,-,-,101,100,5,36,0,63,37,-,-,-,6,5,10,62,0,16,13,7,37,0,0,1,7,45,0,-,-,10,46,6,-,-,9,46,4,17,30,-,-,-,112,114,-,-,-,18,11,-,-,-,25,26,3,24,0,12,12,-,-,-,79,55,10,59,3,0,1,9,50,1,1,5,10,51,2,7,18,3,23,0,0,6,9,59,2,1,4,6,37,0,JJ Roy,JM Vince,BM Duckett,JM Bairstow,BA Stokes,JC Buttler,MM Ali,CR Woakes,DJ Willey,JT Ball,AU Rashid,Tamim Iqbal,Imrul Kayes,Sabbir Rahman,Mahmudullah,Mushfiqur Rahim,Shakib Al Hasan,Mosaddek Hossain,Mashrafe Mortaza,Mosharraf Hossain,Shafiul Islam,Taskin Ahmed
26,1029821,62,Bangladesh,England,male,England in Bangladesh ODI Series,field,34,,14,31,-,-,-,11,17,-,-,-,3,21,-,-,-,75,87,-,-,-,21,22,-,-,-,3,14,9,49,1,29,48,1,5,1,27,27,10,29,1,44,29,8.4,28,4,0,1,8,36,0,-,-,8,44,3,13,21,-,-,-,5,10,-,-,-,0,6,-,-,-,35,53,-,-,-,0,5,6,21,1,57,56,-,-,-,4,9,9,39,0,7,9,9,40,3,33,43,10,51,2,9,31,8,33,0,28,22,8,43,2,Tamim Iqbal,Imrul Kayes,Sabbir Rahman,Mahmudullah,Mushfiqur Rahim,Shakib Al Hasan,Mosaddek Hossain,Nasir Hossain,Mashrafe Mortaza,Shafiul Islam,Taskin Ahmed,JJ Roy,JM Vince,BM Duckett,JM Bairstow,BA Stokes,JC Buttler,MM Ali,CR Woakes,AU Rashid,DJ Willey,JT Ball
27,1029823,63,Bangladesh,England,male,England in Bangladesh ODI Series,field,,4,45,68,-,-,-,46,57,-,-,-,49,45,-,-,-,6,6,-,-,-,67,61,-,-,-,4,10,8,44,0,4,10,7,52,1,38,39,4,22,1,-,-,10,51,2,-,-,10,58,2,-,-,9,45,0,32,37,-,-,-,62,69,-,-,-,63,68,-,-,-,15,18,-,-,-,47,48,5,20,1,25,26,-,-,-,1,3,10,41,1,27,18,8,64,0,-,-,8,44,0,-,-,9,49,0,-,-,10,41,4,Tamim Iqbal,Imrul Kayes,Sabbir Rahman,Mahmudullah,Mushfiqur Rahim,Shakib Al Hasan,Nasir Hossain,Mosaddek Hossain,Mashrafe Mortaza,Shafiul Islam,Taskin Ahmed,JM Vince,SW Billings,BM Duckett,JM Bairstow,BA Stokes,JC Buttler,MM Ali,CR Woakes,JT Ball,LE Plunkett,AU Rashid
28,1030219,64,India,New Zealand,male,New Zealand in India ODI Series,field,,6,12,11,-,-,-,79,97,-,-,-,3,9,-,-,-,0,1,-,-,-,4,14,-,-,-,0,3,-,-,-,10,25,6,30,1,0,1,6,18,1,15,46,8,43,1,55,44,9,55,0,1,10,4.1,34,1,14,26,-,-,-,33,33,-,-,-,85,81,-,-,-,17,22,-,-,-,21,24,-,-,-,10,12,3,6,2,-,-,8,28,2,-,-,7,31,3,-,-,8,27,0,-,-,9,38,0,-,-,8.5,49,3,MJ Guptill,TWM Latham,KS Williamson,LRPL Taylor,CJ Anderson,L Ronchi,JDS Neesham,MJ Santner,DAJ Bracewell,TG Southee,IS Sodhi,RG Sharma,AM Rahane,V Kohli,MK Pandey,MS Dhoni,KM Jadhav,UT Yadav,HH Pandya,JJ Bumrah,AR Patel,A Mishra
29,1030221,65,India,New Zealand,male,New Zealand in India ODI Series,field,6,,0,2,1,2,2,118,128,-,-,-,46,46,-,-,-,21,42,-,-,-,21,32,-,-,-,6,10,-,-,-,9,16,10,48,1,7,6,9,46,1,0,2,9.3,51,3,6,12,10,51,1,5,4,10,25,2,15,27,-,-,-,28,48,-,-,-,9,13,-,-,-,19,25,-,-,-,39,65,-,-,-,41,37,2,11,1,17,22,10,49,1,36,31,9,44,0,1,3,10,60,3,18,23,9,40,1,0,1,10,35,3,MJ Guptill,KS Williamson,TWM Latham,LRPL Taylor,CJ Anderson,L Ronchi,MJ Santner,AP Devcich,TG Southee,MJ Henry,TA Boult,RG Sharma,AM Rahane,V Kohli,MK Pandey,MS Dhoni,KM Jadhav,AR Patel,HH Pandya,A Mishra,UT Yadav,JJ Bumrah
30,1030223,66,India,New Zealand,male,New Zealand in India ODI Series,field,,7,27,21,-,-,-,61,72,-,-,-,22,27,-,-,-,44,57,-,-,-,6,5,-,-,-,1,4,-,-,-,57,47,9,58,0,7,13,10,43,0,13,12,10,53,1,39,37,9.2,55,2,1,3,10,71,0,13,20,-,-,-,5,10,-,-,-,154,134,-,-,-,80,90,-,-,-,28,34,-,-,-,-,-,10,72,3,-,-,5,32,0,-,-,9.4,52,2,-,-,5,27,3,-,-,10,49,0,-,-,10,46,2,MJ Guptill,TWM Latham,KS Williamson,LRPL Taylor,CJ Anderson,L Ronchi,JDS Neesham,MJ Santner,TG Southee,MJ Henry,TA Boult,RG Sharma,AM Rahane,V Kohli,MS Dhoni,MK Pandey,UT Yadav,HH Pandya,JJ Bumrah,KM Jadhav,AR Patel,A Mishra
31,1030225,67,India,New Zealand,male,New Zealand in India ODI Series,bat,19,,72,83,-,-,-,39,39,-,-,-,41,59,-,-,-,35,58,-,-,-,6,9,6,36,2,14,21,-,-,-,11,11,4,19,0,17,13,10,37,1,9,5,9,40,3,-,-,9.4,45,3,-,-,10,52,1,57,70,-,-,-,11,18,-,-,-,45,51,-,-,-,11,31,-,-,-,38,40,10,38,1,12,12,-,-,-,0,1,8,27,0,9,13,5,23,1,14,16,10,41,2,25,26,7,58,1,7,12,10,57,2,MJ Guptill,TWM Latham,KS Williamson,LRPL Taylor,JDS Neesham,BJ Watling,AP Devcich,MJ Santner,TG Southee,TA Boult,IS Sodhi,AM Rahane,RG Sharma,V Kohli,MS Dhoni,AR Patel,MK Pandey,KM Jadhav,HH Pandya,A Mishra,DS Kulkarni,UT Yadav
32,1030227,68,India,New Zealand,male,New Zealand in India ODI Series,bat,190,,20,39,-,-,-,70,64,-,-,-,65,76,-,-,-,41,58,-,-,-,0,5,-,-,-,39,37,-,-,-,24,18,4.1,9,2,1,1,4,8,1,-,-,4,27,1,-,-,5,16,1,-,-,6,13,5,0,4,-,-,-,27,40,-,-,-,19,17,-,-,-,19,32,-,-,-,3,13,6,29,1,0,2,-,-,-,0,7,4,27,0,0,4,10,55,0,0,5,10,66,2,4,10,10,36,1,1,5,10,47,2,AM Rahane,RG Sharma,V Kohli,MS Dhoni,MK Pandey,KM Jadhav,AR Patel,J Yadav,UT Yadav,JJ Bumrah,A Mishra,MJ Guptill,KS Williamson,TWM Latham,LRPL Taylor,JDS Neesham,BJ Watling,CJ Anderson,TG Southee,IS Sodhi,MJ Santner,TA Boult
33,1031425,69,England,South Africa,male,South Africa in England ODI Series,field,72,,1,5,-,-,-,61,58,-,-,-,37,49,1,4,0,107,90,-,-,-,25,30,2,14,0,7,7,-,-,-,77,51,9,50,2,6,6,8,38,4,-,-,6,49,1,-,-,9,41,1,-,-,10,67,2,73,76,-,-,-,5,13,-,-,-,67,60,-,-,-,45,38,-,-,-,15,18,6,33,0,11,10,-,-,-,5,4,10,59,2,19,23,7,46,1,4,6,9,58,2,19,21,9,57,1,-,-,9,68,0,JJ Roy,AD Hales,JE Root,EJG Morgan,BA Stokes,JC Buttler,MM Ali,CR Woakes,MA Wood,LE Plunkett,AU Rashid,HM Amla,Q de Kock,F du Plessis,AB de Villiers,JP Duminy,DA Miller,CH Morris,WD Parnell,AL Phehlukwayo,K Rabada,Imran Tahir
34,1031427,70,England,South Africa,male,South Africa in England ODI Series,field,2,,8,16,-,-,-,24,28,-,-,-,39,41,3,18,0,45,63,-,-,-,101,76,3,10,1,65,53,-,-,-,33,17,8,59,1,-,-,10,46,0,-,-,10,79,0,-,-,10,61,3,-,-,6,40,0,98,102,-,-,-,24,28,-,-,-,16,20,-,-,-,52,50,-,-,-,71,49,-,-,-,17,25,-,-,-,35,21,10,64,0,-,-,10,46,2,-,-,10,61,2,-,-,10,72,1,-,-,10,72,1,JJ Roy,AD Hales,JE Root,EJG Morgan,BA Stokes,JC Buttler,MM Ali,MA Wood,JT Ball,LE Plunkett,AU Rashid,Q de Kock,HM Amla,F du Plessis,AB de Villiers,DA Miller,F Behardien,CH Morris,K Rabada,D Pretorius,KA Maharaj,AL Phehlukwayo
35,1033367,73,Ireland,Bangladesh,male,Ireland Tri-Nation Series,field,,8,46,73,-,-,-,0,3,2,14,0,22,23,-,-,-,12,23,-,-,-,30,42,-,-,-,10,11,5.1,21,1,6,17,-,-,-,25,49,4,20,0,12,23,4,40,1,5,9,5,25,0,0,1,7,52,0,47,53,-,-,-,87,67,-,-,-,35,34,-,-,-,3,7,-,-,-,-,-,8,39,0,-,-,9,21,4,-,-,6.4,15,2,-,-,6,21,1,-,-,9,38,1,-,-,3,13,0,-,-,5,21,2,EC Joyce,PR Stirling,WTS Porterfield,A Balbirnie,NJ O'Brien,KJ O'Brien,GC Wilson,GH Dockrell,BJ McCarthy,TJ Murtagh,PKD Chase,Tamim Iqbal,Soumya Sarkar,Sabbir Rahman,Mushfiqur Rahim,Rubel Hossain,Mustafizur Rahman,Mashrafe Mortaza,Mosaddek Hossain,Shakib Al Hasan,Mahmudullah,Sunzamul Islam
36,1033371,74,Bangladesh,New Zealand,male,Ireland Tri-Nation Series,field,,5,84,89,-,-,-,2,5,-,-,-,63,74,-,-,-,60,56,-,-,-,24,31,5,35,0,6,10,4,25,0,0,6,10,43,2,1,2,-,-,-,5,13,10,48,0,7,7,10,54,2,-,-,9.2,45,1,65,80,-,-,-,0,1,-,-,-,65,82,-,-,-,10,13,3,14,0,45,45,-,-,-,19,32,8,41,2,46,36,-,-,-,-,-,10,51,2,-,-,10,45,1,-,-,10,55,1,-,-,9,46,2,TWM Latham,L Ronchi,NT Broom,LRPL Taylor,CJ Anderson,JDS Neesham,MJ Santner,C Munro,MJ Henry,JS Patel,HK Bennett,Tamim Iqbal,Soumya Sarkar,Sabbir Rahman,Mosaddek Hossain,Mushfiqur Rahim,Shakib Al Hasan,Mahmudullah,Mashrafe Mortaza,Mustafizur Rahman,Rubel Hossain,Nasir Hossain
37,1034819,76,India,England,male,England in India ODI Series,field,,3,73,60,-,-,-,9,18,-,-,-,78,94,3,22,0,28,25,-,-,-,31,34,-,-,-,62,35,10,71,2,28,16,6.1,48,0,9,6,8,42,0,10,4,6,44,2,-,-,10,63,3,-,-,5,50,0,8,17,-,-,-,1,10,-,-,-,122,105,-,-,-,15,12,2,14,0,6,6,-,-,-,120,76,4,23,0,40,36,9,46,2,13,12,10,50,1,15,10,8,61,0,-,-,7,59,2,-,-,10,75,2,JJ Roy,AD Hales,JE Root,EJG Morgan,JC Buttler,BA Stokes,MM Ali,CR Woakes,DJ Willey,JT Ball,AU Rashid,KL Rahul,S Dhawan,V Kohli,Yuvraj Singh,MS Dhoni,KM Jadhav,HH Pandya,RA Jadeja,R Ashwin,UT Yadav,JJ Bumrah
