,Match_id,Unnamed: 0,Team1,Team2,Gender,Series/Competition,Toss_decision,Winner_runs,Winner_wickets,Bat_Runs_1,Ball Faced_1,Over_1,Runs_1,Wicket_1,Bat_Runs_2,Ball Faced_2,Over_2,Runs_2,Wicket_2,Bat_Runs_3,Ball Faced_3,Over_3,Runs_3,Wicket_3,Bat_Runs_4,Ball Faced_4,Over_4,Runs_4,Wicket_4,Bat_Runs_5,Ball Faced_5,Over_5,Runs_5,Wicket_5,Bat_Runs_6,Ball Faced_6,Over_6,Runs_6,Wicket_6,Bat_Runs_7,Ball Faced_7,Over_7,Runs_7,Wicket_7,Bat_Runs_8,Ball Faced_8,Over_8,Runs_8,Wicket_8,Bat_Runs_9,Ball Faced_9,Over_9,Runs_9,Wicket_9,Bat_Runs_10,Ball Faced_10,Over_10,Runs_10,Wicket_10,Bat_Runs_11,Ball Faced_11,Over_11,Runs_11,Wicket_11,Bat_Runs_12,Ball Faced_12,Over_12,Runs_12,Wicket_12,Bat_Runs_13,Ball Faced_13,Over_13,Runs_13,Wicket_13,Bat_Runs_14,Ball Faced_14,Over_14,Runs_14,Wicket_14,Bat_Runs_15,Ball Faced_15,Over_15,Runs_15,Wicket_15,Bat_Runs_16,Ball Faced_16,Over_16,Runs_16,Wicket_16,Bat_Runs_17,Ball Faced_17,Over_17,Runs_17,Wicket_17,Bat_Runs_18,Ball Faced_18,Over_18,Runs_18,Wicket_18,Bat_Runs_19,Ball Faced_19,Over_19,Runs_19,Wicket_19,Bat_Runs_20,Ball Faced_20,Over_20,Runs_20,Wicket_20,Bat_Runs_21,Ball Faced_21,Over_21,Runs_21,Wicket_21,Bat_Runs_22,Ball Faced_22,Over_22,Runs_22,Wicket_22,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11,Players_12,Players_13,Players_14,Players_15,Players_16,Players_17,Players_18,Players_19,Players_20,Players_21,Players_22
271,247472,441,Bangladesh,Sri Lanka,male,ICC World Cup,field,198,,26,34,-,-,-,109,84,2,2,1,46,68,-,-,-,56,54,-,-,-,52,46,-,-,-,5,5,4,17,1,-,-,7,11,1,-,-,6,26,3,-,-,7,24,1,-,-,9,13,2,-,-,3,12,1,6,7,-,-,-,0,3,-,-,-,6,33,-,-,-,12,16,-,-,-,4,19,10,49,1,18,46,-,-,-,45,62,-,-,-,7,14,10,61,0,7,17,10,45,1,0,2,10,81,1,0,1,10,58,1,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,LPC Silva,RP Arnold,WPUJC Vaas,SL Malinga,MF Maharoof,M Muralitharan,TM Dilshan,Tamim Iqbal,Shahriar Nafees,Mushfiqur Rahim,Aftab Ahmed,Shakib Al Hasan,Habibul Bashar,Mohammad Ashraful,Mashrafe Mortaza,Mohammad Rafique,Abdur Razzak,Syed Rasel
272,247473,442,Pakistan,Zimbabwe,male,ICC World Cup,field,93,,15,25,-,-,-,160,121,-,-,-,21,32,-,-,-,37,33,-,-,-,3,10,0.1,0,1,28,31,1,4,0,16,10,4,20,3,5,10,5,14,1,32,16,-,-,-,10,6,5,9,2,6,3,4,48,3,0,2,-,-,-,9,22,-,-,-,3,8,1,11,0,13,17,-,-,-,18,25,-,-,-,11,8,6,40,1,27,11,6.5,48,3,9,9,10,61,3,4,4,6,45,0,0,3,10,56,2,1,5,10,72,1,Kamran Akmal,Imran Nazir,Shoaib Malik,Inzamam-ul-Haq,Mohammad Yousuf,Younis Khan,Shahid Afridi,Mohammad Sami,Iftikhar Anjum,Umar Gul,Danish Kaneria,V Sibanda,F Kasteni,CJ Chibhabha,BRM Taylor,S Matsikenyeri,SC Williams,E Chigumbura,GB Brent,P Utseya,T Mupariwa,CB Mpofu
274,247476,445,India,Sri Lanka,male,ICC World Cup,field,69,,64,87,-,-,-,6,19,9,31,2,7,19,-,-,-,15,35,-,-,-,59,67,-,-,-,38,41,2.3,2,1,19,13,-,-,-,19,12,8,39,2,-,-,8,38,1,-,-,7,30,1,-,-,10,37,3,18,27,-,-,-,7,23,4,21,1,48,46,-,-,-,0,3,8,37,1,60,82,-,-,-,6,11,-,-,-,0,1,-,-,-,10,25,8,30,1,17,20,10,50,0,1,5,10,43,2,10,17,10,46,1,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,LPC Silva,TM Dilshan,RP Arnold,WPUJC Vaas,SL Malinga,CRD Fernando,M Muralitharan,RV Uthappa,SC Ganguly,V Sehwag,SR Tendulkar,R Dravid,Yuvraj Singh,MS Dhoni,AB Agarkar,Harbhajan Singh,Z Khan,MM Patel
275,247478,447,Australia,South Africa,male,ICC World Cup,field,83,,42,42,-,-,-,101,68,-,-,-,91,89,-,-,-,92,75,-,-,-,18,13,2,19,1,5,3,-,-,-,14,9,8,40,1,-,-,9,40,2,-,-,10,56,2,-,-,9,62,1,-,-,10,60,3,92,70,-,-,-,74,68,2,14,0,48,62,9,66,1,17,19,-,-,-,1,3,-,-,-,22,26,-,-,-,1,6,-,-,-,7,7,10,76,0,8,12,10,60,2,0,6,10,79,2,7,8,9,68,1,AC Gilchrist,ML Hayden,RT Ponting,MJ Clarke,A Symonds,MEK Hussey,SR Watson,NW Bracken,SW Tait,GD McGrath,GB Hogg,AB de Villiers,GC Smith,JH Kallis,HH Gibbs,AG Prince,MV Boucher,JM Kemp,SM Pollock,AJ Hall,CK Langeveldt,M Ntini
276,247482,450,South Africa,Sri Lanka,male,ICC World Cup,bat,,1,12,12,-,-,-,26,27,10,33,1,12,30,-,-,-,28,38,-,-,-,9,26,-,-,-,58,75,2,9,0,50,73,-,-,-,5,9,7,41,0,0,1,10,31,1,1,1,10,33,3,0,2,9.2,52,4,59,64,3,16,0,0,5,-,-,-,86,109,6,24,1,31,50,-,-,-,0,1,-,-,-,5,15,-,-,-,13,24,8,46,0,0,1,9.3,30,2,4,8,5,21,0,0,1,8,26,2,1,9,10,38,5,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,LPC Silva,TM Dilshan,RP Arnold,MF Maharoof,WPUJC Vaas,M Muralitharan,SL Malinga,GC Smith,AB de Villiers,JH Kallis,HH Gibbs,MV Boucher,JM Kemp,SM Pollock,AJ Hall,RJ Peterson,M Ntini,CK Langeveldt
277,247484,452,England,Ireland,male,ICC World Cup,bat,48,,1,4,-,-,-,6,13,9,33,1,31,72,-,-,-,48,47,-,-,-,90,82,6,37,1,43,61,8.1,39,4,19,14,-,-,-,10,5,-,-,-,-,-,8,32,1,-,-,7,29,1,-,-,10,31,2,31,65,-,-,-,0,1,-,-,-,2,7,-,-,-,63,87,-,-,-,18,36,10,56,1,12,19,4,24,1,38,35,2,8,0,27,21,10,70,2,5,5,10,34,1,1,2,7,32,0,4,8,7,24,2,EC Joyce,MP Vaughan,IR Bell,KP Pietersen,PD Collingwood,A Flintoff,PA Nixon,RS Bopara,SI Mahmood,JM Anderson,MS Panesar,WTS Porterfield,JP Bray,EJG Morgan,NJ O'Brien,AC Botha,KJ O'Brien,AR White,DT Johnston,WK McCallan,D Langford-Smith,WB Rankin
278,247486,454,West Indies,Sri Lanka,male,ICC World Cup,field,113,,8,23,-,-,-,115,100,8.3,38,4,7,10,-,-,-,82,107,-,-,-,23,27,-,-,-,39,22,4,11,0,4,4,3,9,0,-,-,8,18,2,-,-,5,28,2,-,-,7,17,0,-,-,9,58,2,10,20,9,55,0,21,23,7,57,1,76,109,-,-,-,2,4,-,-,-,44,68,3,16,1,3,5,-,-,-,0,2,3,23,0,2,5,-,-,-,6,17,10,65,1,13,9,8,28,0,2,4,10,34,2,WU Tharanga,ST Jayasuriya,KC Sangakkara,DPMD Jayawardene,LPC Silva,TM Dilshan,RP Arnold,WPUJC Vaas,SL Malinga,CRD Fernando,M Muralitharan,CH Gayle,DJ Bravo,S Chanderpaul,BC Lara,RR Sarwan,MN Samuels,DR Smith,D Ramdin,IDR Bradshaw,JE Taylor,DBL Powell
279,247490,457,Bangladesh,South Africa,male,ICC World Cup,field,67,,17,41,-,-,-,38,57,-,-,-,5,13,-,-,-,9,23,10,49,2,87,83,-,-,-,35,42,-,-,-,6,13,-,-,-,25,16,9,44,1,3,6,10,22,2,2,2,9.5,15,3,-,-,10,40,2,12,24,3,13,0,15,39,-,-,-,32,35,6,24,1,7,29,1,13,0,1,7,-,-,-,12,26,-,-,-,17,23,10,23,0,56,59,-,-,-,1,5,10,40,6,9,32,10,55,0,8,11,10,59,1,Javed Omar,Tamim Iqbal,Habibul Bashar,Shakib Al Hasan,Mohammad Ashraful,Aftab Ahmed,Mushfiqur Rahim,Mashrafe Mortaza,Mohammad Rafique,Abdur Razzak,Syed Rasel,GC Smith,AB de Villiers,JH Kallis,JM Kemp,AG Prince,MV Boucher,SM Pollock,HH Gibbs,A Nel,CK Langeveldt,M Ntini
280,247492,459,Ireland,New Zealand,male,ICC World Cup,bat,129,,83,110,-,-,-,10,11,-,-,-,16,21,-,-,-,10,15,3,16,1,22,29,-,-,-,20,47,6,14,1,47,37,-,-,-,5,7,8.4,19,4,34,21,8,26,0,-,-,5,14,2,-,-,7,32,2,11,22,-,-,-,1,5,-,-,-,15,35,-,-,-,30,73,-,-,-,49,45,2,20,0,13,19,10,62,1,0,4,10,45,2,2,8,-,-,-,0,7,10,32,2,0,4,10,40,2,0,1,8,48,1,PG Fulton,SP Fleming,HJH Marshall,SB Styris,CD McMillan,JDP Oram,BB McCullum,DL Vettori,JEC Franklin,SE Bond,JS Patel,WTS Porterfield,JP Bray,EJG Morgan,NJ O'Brien,KJ O'Brien,DT Johnston,AR White,PG Gillespie,WK McCallan,D Langford-Smith,WB Rankin
281,247494,461,Bangladesh,England,male,ICC World Cup,field,,4,8,7,-,-,-,9,18,-,-,-,4,18,-,-,-,7,11,-,-,-,57,92,6,19,0,1,6,-,-,-,10,5,-,-,-,13,41,8.5,24,0,0,4,10,31,2,15,17,10,30,2,4,2,10,25,2,0,9,-,-,-,30,58,-,-,-,23,37,-,-,-,10,25,-,-,-,23,73,4,14,0,23,21,8,32,1,0,4,2,6,0,20,38,-,-,-,-,-,8,26,2,-,-,8.2,25,4,-,-,7,25,3,Tamim Iqbal,Shahriar Nafees,Habibul Bashar,Mushfiqur Rahim,Shakib Al Hasan,Mohammad Ashraful,Aftab Ahmed,Mashrafe Mortaza,Mohammad Rafique,Abdur Razzak,Syed Rasel,IR Bell,MP Vaughan,AJ Strauss,KP Pietersen,PD Collingwood,A Flintoff,RS Bopara,PA Nixon,JM Anderson,SI Mahmood,MS Panesar
282,247497,463,New Zealand,South Africa,male,ICC World Cup,field,,5,1,11,-,-,-,22,54,4,17,0,0,6,-,-,-,60,98,-,-,-,37,57,-,-,-,16,21,-,-,-,21,26,10,28,1,17,17,8,30,0,8,8,7,37,1,-,-,10,41,1,-,-,9.2,31,2,16,32,-,-,-,50,84,-,-,-,10,17,-,-,-,56,81,3,12,0,38,55,5,23,3,10,17,5,23,0,4,1,-,-,-,-,-,7,15,1,-,-,10,24,2,-,-,10,36,0,-,-,10,49,1,GC Smith,JH Kallis,AB de Villiers,HH Gibbs,AG Prince,MV Boucher,SM Pollock,AJ Hall,RJ Peterson,M Ntini,A Nel,PG Fulton,SP Fleming,LRPL Taylor,SB Styris,CD McMillan,JDP Oram,BB McCullum,JEC Franklin,SE Bond,JS Patel,DL Vettori
283,247498,464,Bangladesh,Ireland,male,ICC World Cup,bat,74,,85,128,-,-,-,31,68,-,-,-,5,9,-,-,-,10,14,-,-,-,48,43,-,-,-,30,21,7.2,38,2,4,4,-,-,-,6,3,10,24,2,1,1,8,31,2,-,-,8,29,2,-,-,8,25,2,29,59,-,-,-,7,18,-,-,-,12,8,2,7,0,3,8,10,44,3,35,36,-,-,-,32,56,-,-,-,16,26,-,-,-,0,2,10,35,3,2,9,10,40,0,11,21,9,46,1,0,2,9,48,0,WTS Porterfield,JP Bray,EJG Morgan,NJ O'Brien,KJ O'Brien,DT Johnston,AR White,D Langford-Smith,AC Botha,WB Rankin,WK McCallan,Tamim Iqbal,Shahriar Nafees,Aftab Ahmed,Shakib Al Hasan,Mohammad Ashraful,Habibul Bashar,Mushfiqur Rahim,Mashrafe Mortaza,Mohammad Rafique,Abdur Razzak,Shahadat Hossain
284,247503,469,Australia,New Zealand,male,ICC World Cup,bat,215,,1,2,-,-,-,103,96,-,-,-,66,67,-,-,-,49,45,-,-,-,37,41,-,-,-,11,16,-,-,-,65,32,5,19,1,-,-,6.5,28,4,-,-,4,26,0,-,-,6,27,3,-,-,4,24,2,62,72,-,-,-,12,9,-,-,-,3,6,-,-,-,27,20,10,47,1,1,5,3,21,0,6,9,8,68,3,7,16,-,-,-,4,4,10,58,0,2,8,6,66,0,0,5,3,25,0,0,1,10,47,2,AC Gilchrist,ML Hayden,RT Ponting,MJ Clarke,MEK Hussey,A Symonds,SR Watson,GB Hogg,NW Bracken,SW Tait,GD McGrath,PG Fulton,SP Fleming,LRPL Taylor,SB Styris,CD McMillan,JEC Franklin,BB McCullum,DL Vettori,MR Gillespie,MJ Mason,JS Patel
285,247504,470,West Indies,England,male,ICC World Cup,field,,1,79,58,5,32,0,61,104,-,-,-,18,17,-,-,-,51,37,-,-,-,3,8,5,21,2,34,39,-,-,-,13,11,9.5,46,2,10,11,-,-,-,12,10,10,65,3,0,1,10,56,0,1,2,10,59,2,7,10,-,-,-,79,67,10,39,3,26,42,-,-,-,100,88,-,-,-,6,11,8,39,1,15,20,9.5,58,4,1,6,3,18,0,38,38,-,-,-,2,3,7,64,1,5,5,6,31,1,-,-,6,33,0,CH Gayle,DS Smith,BC Lara,MN Samuels,RR Sarwan,S Chanderpaul,DJ Bravo,D Ramdin,JE Taylor,DBL Powell,CD Collymore,AJ Strauss,MP Vaughan,RS Bopara,KP Pietersen,PD Collingwood,A Flintoff,JWM Dalrymple,PA Nixon,LE Plunkett,SCJ Broad,JM Anderson
286,249211,474,South Africa,India,male,India in South Africa ODI Series,bat,157,,1,7,-,-,-,22,21,-,-,-,119,160,4.1,3,3,2,14,-,-,-,41,47,-,-,-,23,20,-,-,-,8,15,-,-,-,0,3,7,17,2,22,12,8,13,4,-,-,6,31,0,-,-,4,24,1,0,3,-,-,-,8,19,-,-,-,35,51,9,33,0,18,25,-,-,-,4,12,-,-,-,14,25,-,-,-,1,9,4,16,1,1,4,10,54,0,6,16,9,47,3,1,8,8,49,2,0,3,10,39,2,GC Smith,LE Bosman,JH Kallis,HH Gibbs,AB de Villiers,MV Boucher,JM Kemp,SM Pollock,A Nel,M Ntini,CK Langeveldt,W Jaffer,M Kaif,SR Tendulkar,R Dravid,SK Raina,MS Dhoni,D Mongia,Harbhajan Singh,AB Agarkar,Z Khan,MM Patel
287,249212,475,South Africa,India,male,India in South Africa ODI Series,bat,106,,0,2,2,10,0,0,2,8,27,2,35,40,-,-,-,6,26,-,-,-,29,29,-,-,-,4,16,-,-,-,33,50,9,26,4,100,87,1,13,0,56,47,9.3,43,3,-,-,7,13,1,-,-,5,31,0,0,4,-,-,-,63,103,-,-,-,2,9,3,12,0,10,17,-,-,-,14,23,-,-,-,55,47,-,-,-,1,10,8,58,1,10,12,10,61,1,6,9,9,70,1,2,11,10,40,3,0,3,10,22,1,GC Smith,JH Kallis,HH Gibbs,LE Bosman,AB de Villiers,MV Boucher,SM Pollock,JM Kemp,AJ Hall,M Ntini,CK Langeveldt,V Sehwag,R Dravid,SR Tendulkar,M Kaif,KD Karthik,MS Dhoni,IK Pathan,Harbhajan Singh,AB Agarkar,Z Khan,A Kumble
288,249213,476,South Africa,India,male,India in South Africa ODI Series,bat,80,,0,3,-,-,-,49,61,8,40,1,0,2,-,-,-,93,120,-,-,-,13,8,-,-,-,29,49,-,-,-,0,1,4.1,21,3,37,43,10,22,3,13,9,-,-,-,-,-,7,35,1,-,-,9,33,2,10,20,-,-,-,18,22,5,22,1,1,3,8,45,1,10,22,-,-,-,17,36,-,-,-,26,20,-,-,-,47,53,7,27,0,6,14,5,33,0,11,11,8,38,2,2,14,10,42,2,3,12,7,27,2,GC Smith,JH Kallis,LE Bosman,HH Gibbs,AB de Villiers,MV Boucher,JM Kemp,SM Pollock,AJ Hall,A Nel,M Ntini,W Jaffer,V Sehwag,SR Tendulkar,M Kaif,KD Karthik,MS Dhoni,IK Pathan,AB Agarkar,Z Khan,A Kumble,S Sreesanth
289,249229,478,Australia,New Zealand,male,Commonwealth Bank Series,bat,,2,12,43,-,-,-,0,4,2.4,22,0,0,3,-,-,-,26,40,-,-,-,19,37,-,-,-,89,85,6,28,1,15,24,-,-,-,6,10,10,41,2,18,18,10,45,1,6,10,10,30,2,4,6,10,42,2,3,3,-,-,-,0,9,-,-,-,75,107,-,-,-,5,15,-,-,-,38,39,8,40,0,65,71,-,-,-,5,15,1,6,0,2,11,10,40,2,14,16,8.4,33,1,1,3,10,53,4,-,-,10,23,3,SP Fleming,NJ Astle,HJH Marshall,LRPL Taylor,PG Fulton,CD McMillan,BB McCullum,DL Vettori,JEC Franklin,MR Gillespie,MJ Mason,AC Gilchrist,ML Hayden,MJ Clarke,RT Ponting,A Symonds,MEK Hussey,CL White,B Lee,NW Bracken,SR Clark,GD McGrath
290,249230,479,Australia,New Zealand,male,Commonwealth Bank Series,bat,8,,13,20,-,-,-,117,110,-,-,-,111,122,-,-,-,7,8,9,44,3,24,13,5,26,0,29,15,-,-,-,20,10,-,-,-,-,-,10,52,0,-,-,10,74,0,-,-,10,70,1,-,-,6,42,1,66,80,-,-,-,28,26,-,-,-,23,25,-,-,-,39,49,2,14,0,5,6,3,26,1,101,71,5,50,0,46,38,-,-,-,-,-,10,70,1,-,-,10,63,1,-,-,10,33,1,-,-,10,65,1,AC Gilchrist,ML Hayden,RT Ponting,MJ Clarke,A Symonds,MEK Hussey,CL White,B Lee,NW Bracken,GD McGrath,MG Johnson,L Vincent,SP Fleming,PG Fulton,LRPL Taylor,CD McMillan,JDP Oram,BB McCullum,KD Mills,MR Gillespie,DL Vettori,JS Patel
291,249233,481,Australia,England,male,Commonwealth Bank Series,bat,,4,18,37,-,-,-,36,35,-,-,-,10,15,-,-,-,5,15,-,-,-,27,38,9.4,43,0,0,1,-,-,-,9,23,-,-,-,31,51,-,-,-,8,19,9,38,0,1,4,10,32,4,4,12,10,25,2,8,14,-,-,-,19,36,-,-,-,0,3,-,-,-,36,60,-,-,-,4,5,5,14,0,46,70,-,-,-,5,9,2,3,1,20,30,10,53,2,-,-,9,24,3,-,-,8,24,3,-,-,8,31,1,AJ Strauss,MB Loye,IR Bell,EC Joyce,A Flintoff,PD Collingwood,PA Nixon,JWM Dalrymple,CT Tremlett,J Lewis,JM Anderson,AC Gilchrist,ML Hayden,BJ Hodge,MJ Clarke,A Symonds,MEK Hussey,CL White,B Lee,NW Bracken,GD McGrath,MG Johnson
292,249235,483,Australia,England,male,Commonwealth Bank Series,bat,92,,107,140,-,-,-,29,33,-,-,-,51,58,-,-,-,3,10,8,46,1,26,23,-,-,-,30,18,-,-,-,4,2,-,-,-,7,5,4,14,1,10,7,9.5,18,4,-,-,7,34,2,-,-,10,64,2,0,1,-,-,-,1,6,-,-,-,51,60,-,-,-,18,28,4,18,0,39,35,2,16,0,6,13,-,-,-,13,20,5,21,1,21,25,9,51,1,15,22,10,54,0,1,7,10,48,3,11,9,10,59,2,EC Joyce,MB Loye,IR Bell,A Flintoff,AJ Strauss,JWM Dalrymple,PA Nixon,RS Bopara,LE Plunkett,SI Mahmood,MS Panesar,AC Gilchrist,BJ Hodge,ML Hayden,MJ Clarke,A Symonds,MEK Hussey,CL White,NW Bracken,SR Clark,GD McGrath,SW Tait
293,249236,484,England,New Zealand,male,Commonwealth Bank Series,bat,,3,16,15,-,-,-,45,61,2,4,0,12,29,-,-,-,1,7,-,-,-,27,51,-,-,-,22,40,4.5,22,1,11,17,10,42,1,20,30,9,34,2,22,35,8,25,0,10,9,6,35,1,-,-,10,33,2,28,58,-,-,-,17,28,-,-,-,45,69,-,-,-,5,19,-,-,-,10,21,10,25,2,72,70,10,35,2,15,22,-,-,-,1,5,1,5,0,2,6,9,50,0,-,-,10,39,4,-,-,10,32,1,BB McCullum,NJ Astle,SP Fleming,LRPL Taylor,PG Fulton,CD McMillan,DL Vettori,JEC Franklin,SE Bond,MR Gillespie,JS Patel,AJ Strauss,MP Vaughan,IR Bell,EC Joyce,PD Collingwood,A Flintoff,PA Nixon,JWM Dalrymple,J Lewis,JM Anderson,MS Panesar
294,249239,485,England,New Zealand,male,Commonwealth Bank Series,bat,14,,26,39,-,-,-,0,1,-,-,-,12,25,-,-,-,55,61,-,-,-,106,121,10,46,2,17,15,10,36,2,29,25,2,9,0,0,2,-,-,-,15,7,10,47,3,-,-,10,61,0,-,-,8,38,1,31,32,-,-,-,106,146,-,-,-,12,30,-,-,-,25,27,-,-,-,16,20,9,50,1,5,7,7,36,0,2,6,-,-,-,10,7,6,37,0,22,12,8,43,1,8,9,10,43,4,-,-,10,51,1,EC Joyce,MP Vaughan,IR Bell,AJ Strauss,PD Collingwood,A Flintoff,JWM Dalrymple,PA Nixon,LE Plunkett,SI Mahmood,MS Panesar,L Vincent,SP Fleming,PG Fulton,LRPL Taylor,SB Styris,JDP Oram,BB McCullum,DL Vettori,JEC Franklin,SE Bond,MR Gillespie
295,249240,486,Australia,England,male,Commonwealth Bank Series,bat,,4,5,9,-,-,-,82,100,-,-,-,75,75,-,-,-,33,39,3,13,0,5,10,-,-,-,17,19,-,-,-,10,11,10,50,0,9,13,8,50,1,0,5,10,37,3,3,5,8.3,38,1,0,2,10,52,1,6,18,-,-,-,0,6,-,-,-,65,88,-,-,-,0,2,-,-,-,120,131,4,21,0,35,35,9.3,39,5,3,5,7,40,1,11,10,-,-,-,-,-,10,52,0,-,-,8,43,2,-,-,10,44,2,AC Gilchrist,ML Hayden,RT Ponting,MJ Clarke,BJ Hodge,MEK Hussey,GB Hogg,SR Watson,B Lee,NW Bracken,GD McGrath,EC Joyce,MB Loye,IR Bell,AJ Strauss,PD Collingwood,A Flintoff,JWM Dalrymple,PA Nixon,LE Plunkett,SI Mahmood,MS Panesar
296,249241,487,Australia,England,male,Commonwealth Bank Series,bat,34,,15,26,-,-,-,45,57,-,-,-,26,45,-,-,-,6,5,-,-,-,70,89,4,26,2,42,48,5,9,1,5,8,4,24,1,6,7,-,-,-,8,10,6,36,3,-,-,6,31,1,-,-,2,15,0,20,16,-,-,-,5,9,-,-,-,7,6,-,-,-,0,8,-,-,-,49,43,-,-,-,0,10,2,10,0,37,44,8,44,1,10,14,10,44,1,10,7,10,46,1,3,3,10,38,2,-,-,10,41,3,EC Joyce,MB Loye,IR Bell,AJ Strauss,PD Collingwood,A Flintoff,JWM Dalrymple,PA Nixon,LE Plunkett,SI Mahmood,MS Panesar,AC Gilchrist,ML Hayden,RT Ponting,MJ Clarke,BJ Hodge,MEK Hussey,SR Watson,GB Hogg,B Lee,NW Bracken,GD McGrath
298,249739,491,Bangladesh,Sri Lanka,male,ICC Champions Trophy,field,37,,105,128,-,-,-,31,46,8,45,2,35,22,-,-,-,22,23,-,-,-,40,42,-,-,-,26,22,-,-,-,0,1,7,47,3,4,6,10,39,2,11,3,10,41,1,7,2,10,31,0,-,-,5,26,1,5,22,-,-,-,18,41,-,-,-,33,28,-,-,-,67,103,2,22,0,0,2,-,-,-,34,31,8,61,0,8,8,-,-,-,12,18,10,37,1,30,23,10,55,1,21,18,10,43,3,1,2,10,63,3,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,MS Atapattu,TM Dilshan,MF Maharoof,WPUJC Vaas,M Muralitharan,SL Malinga,CRD Fernando,Shahriar Nafees,Mohammad Ashraful,Aftab Ahmed,Shakib Al Hasan,Habibul Bashar,Farhad Reza,Khaled Mashud,Mohammad Rafique,Mashrafe Mortaza,Abdur Razzak,Syed Rasel
299,249741,493,Sri Lanka,Zimbabwe,male,ICC Champions Trophy,bat,144,,110,124,-,-,-,9,15,4,2,0,4,10,-,-,-,80,85,-,-,-,33,29,-,-,-,6,6,-,-,-,13,18,4,33,2,10,6,10,18,2,5,5,9.3,19,3,-,-,6,24,1,-,-,9,18,2,5,9,-,-,-,1,3,3,21,0,4,12,5,24,1,30,54,-,-,-,30,36,-,-,-,2,11,2,14,1,2,1,4,23,0,20,44,10,55,1,20,66,6,28,0,0,8,10,50,2,0,10,10,55,2,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,MS Atapattu,TM Dilshan,MF Maharoof,M Muralitharan,SL Malinga,PDRL Perera,CRD Fernando,TV Mufambisi,HP Rinke,CJ Chibhabha,H Masakadza,BRM Taylor,S Matsikenyeri,E Chigumbura,P Utseya,T Mupariwa,AJ Ireland,T Kamungozi
300,249745,497,India,England,male,ICC Champions Trophy,field,,4,10,31,-,-,-,4,7,-,-,-,0,7,-,-,-,4,8,4,10,0,27,39,-,-,-,38,54,-,-,-,24,46,4,5,2,2,7,-,-,-,8,13,8.3,28,0,2,7,6,25,2,1,1,7,39,2,9,4,-,-,-,35,40,-,-,-,19,33,8,19,2,4,3,-,-,-,27,59,-,-,-,7,21,-,-,-,0,2,-,-,-,6,11,8,26,1,-,-,8,18,3,-,-,5,33,0,-,-,8,24,4,AJ Strauss,IR Bell,A Flintoff,MH Yardy,KP Pietersen,PD Collingwood,JWM Dalrymple,CMW Read,SI Mahmood,SJ Harmison,JM Anderson,V Sehwag,SR Tendulkar,IK Pathan,R Dravid,Yuvraj Singh,MS Dhoni,SK Raina,Harbhajan Singh,MM Patel,AB Agarkar,RR Powar
301,249746,498,New Zealand,South Africa,male,ICC Champions Trophy,field,87,,17,28,-,-,-,89,108,-,-,-,14,26,-,-,-,1,6,-,-,-,2,11,-,-,-,7,18,8,26,3,21,33,-,-,-,9,10,7,14,1,9,12,10,31,0,4,10,6,17,3,2,7,3.1,11,3,42,56,8,29,1,0,3,-,-,-,0,2,-,-,-,8,17,7,23,3,8,28,-,-,-,26,53,-,-,-,1,3,6,16,1,13,30,4,24,1,0,2,8.4,34,3,0,4,6,14,1,1,5,6,35,0,L Vincent,SP Fleming,NJ Astle,HJH Marshall,PG Fulton,JDP Oram,BB McCullum,DL Vettori,JEC Franklin,KD Mills,JS Patel,GC Smith,HH Dippenaar,HH Gibbs,JH Kallis,MV Boucher,JM Kemp,SM Pollock,AJ Hall,RJ Peterson,A Nel,M Ntini
302,249747,499,Pakistan,Sri Lanka,male,ICC Champions Trophy,bat,,4,38,45,-,-,-,48,34,10,33,2,31,41,-,-,-,39,47,-,-,-,36,52,-,-,-,3,5,2,13,0,22,43,3,24,1,15,20,10,60,2,0,1,10,34,1,0,1,7,42,0,4,5,6.1,30,0,22,15,7,23,1,53,62,-,-,-,7,12,-,-,-,49,77,-,-,-,1,8,10,42,1,46,58,8,34,2,20,30,-,-,-,38,24,7.3,44,5,-,-,4,31,0,-,-,7,39,1,-,-,6,23,0,WU Tharanga,ST Jayasuriya,DPMD Jayawardene,KC Sangakkara,MS Atapattu,TM Dilshan,MF Maharoof,WPUJC Vaas,M Muralitharan,SL Malinga,CRD Fernando,Mohammad Hafeez,Imran Farhat,Younis Khan,Mohammad Yousuf,Shahid Afridi,Shoaib Malik,Kamran Akmal,Abdul Razzaq,Naved-ul-Hasan,Iftikhar Anjum,Umar Gul
